RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6497460,14709,585.336,-1,-1,-1,-1,4523267,528029,5254083,69015
9,Bayern,7622509,18971,580.774,-1,-1,-1,-1,5368629,630220,5899755,66610
11,Berlin,2174533,7039,592.598,-1,-1,-1,-1,1504183,248034,1716764,17467
12,Brandenburg,1384537,2378,549.007,-1,-1,-1,-1,942628,121705,1111501,18150
4,Bremen,470989,1024,691.409,-1,-1,-1,-1,320575,27205,364390,6123
2,Hamburg,1136105,6482,615.024,-1,-1,-1,-1,782554,113555,830024,7246
6,Hessen,3750546,13206,596.453,-1,-1,-1,-1,2566286,310400,2933818,34557
13,Mecklenburg-Vorpommern,943459,2027,586.678,-1,-1,-1,-1,684026,75598,773552,7274
3,Niedersachsen,5031463,17732,629.436,-1,-1,-1,-1,3172370,444828,3687538,54186
5,Nordrhein-Westfalen,11402145,23851,635.315,-1,-1,-1,-1,7837151,739837,8936579,78047
7,Rheinland-Pfalz,2513616,8887,613.990,-1,-1,-1,-1,1778246,189558,1944530,27292
10,Saarland,648481,2226,657.098,-1,-1,-1,-1,485757,52774,504800,5718
14,Sachsen,2080881,5267,511.025,-1,-1,-1,-1,1516331,188369,1780769,18764
15,Sachsen-Anhalt,1229805,3743,560.331,-1,-1,-1,-1,861822,109983,1001760,12451
1,Schleswig-Holstein,1851251,4547,637.533,-1,-1,-1,-1,1254071,150754,1437020,14065
16,Thüringen,1162200,2332,544.770,-1,-1,-1,-1,827116,123430,984874,11806
0,Gesamt,50081384,134529,602.181,-1,-1,-1,-1,34501982,4135381,39309478,450880
