RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6914399,11541,622.897,-1,-1,-1,-1,4840678,545772,6572496,16985
9,Bayern,8117668,15199,618.501,-1,-1,-1,-1,5764128,655232,7647623,23853
11,Berlin,2370215,5428,645.925,-1,-1,-1,-1,1657473,273469,2182490,8226
12,Brandenburg,1485536,4605,589.056,-1,-1,-1,-1,1018549,130615,1381954,5488
4,Bremen,507164,1124,744.513,-1,-1,-1,-1,341939,32958,476583,1212
2,Hamburg,1257764,4238,680.883,-1,-1,-1,-1,881714,117731,1147426,6702
6,Hessen,4053171,9312,644.580,-1,-1,-1,-1,2804107,337131,3678906,15937
13,Mecklenburg-Vorpommern,1013567,3134,630.274,-1,-1,-1,-1,737260,81063,950936,3558
3,Niedersachsen,5384147,11138,673.557,-1,-1,-1,-1,3439487,467481,4903311,23370
5,Nordrhein-Westfalen,12365382,33991,688.986,-1,-1,-1,-1,8640435,783012,11264016,36649
7,Rheinland-Pfalz,2705909,6556,660.961,-1,-1,-1,-1,1927193,210063,2457837,9661
10,Saarland,700345,1461,709.651,-1,-1,-1,-1,523672,56878,645425,3412
14,Sachsen,2222077,4574,545.701,-1,-1,-1,-1,1630197,199414,2085478,5922
15,Sachsen-Anhalt,1318044,2853,600.535,-1,-1,-1,-1,923212,117117,1248265,4321
1,Schleswig-Holstein,2026262,5326,697.803,-1,-1,-1,-1,1389723,166507,1856225,7960
16,Thüringen,1232947,2175,577.932,-1,-1,-1,-1,881745,124207,1175029,3580
0,Gesamt,53861656,122751,647.635,-1,-1,-1,-1,37481723,4380716,49850277,177024
