RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7402551,763,666.873,-1,-1,-1,-1,5246527,553630,7209979,856,279406
9,Bayern,8730410,871,665.187,-1,-1,-1,-1,6269797,674520,8493656,1058,305090
11,Berlin,2538612,2031,691.816,-1,-1,-1,-1,1784908,296901,2452080,2930,162009
12,Brandenburg,1592350,592,631.411,-1,-1,-1,-1,1106491,132078,1533743,889,39583
4,Bremen,551794,229,810.030,-1,-1,-1,-1,375033,35349,532422,507,26537
2,Hamburg,1375003,1249,744.350,-1,-1,-1,-1,974908,118939,1332556,1509,44291
6,Hessen,4355049,1857,692.588,-1,-1,-1,-1,3057161,346019,4147588,2297,149869
13,Mecklenburg-Vorpommern,1082510,437,673.145,-1,-1,-1,-1,793038,82757,1049528,558,31686
3,Niedersachsen,5752202,1265,719.600,-1,-1,-1,-1,3738407,471224,5485545,2694,159663
5,Nordrhein-Westfalen,13238749,427,737.649,-1,-1,-1,-1,9397412,793687,12581770,563,494925
7,Rheinland-Pfalz,2909681,101,710.735,-1,-1,-1,-1,2099561,214220,2730399,134,107903
10,Saarland,745033,0,754.932,-1,-1,-1,-1,560169,57396,720420,0,23168
14,Sachsen,2393310,1120,587.752,-1,-1,-1,-1,1778195,211123,2302367,1768,54893
15,Sachsen-Anhalt,1410711,397,642.757,-1,-1,-1,-1,998364,119569,1375149,809,45408
1,Schleswig-Holstein,2153465,566,741.609,-1,-1,-1,-1,1496144,168851,2081354,615,108305
16,Thüringen,1317969,193,621.614,-1,-1,-1,-1,945782,126691,1287164,308,53183
0,Gesamt,57742992,12103,694.304,-1,-1,-1,-1,40704708,4485684,55501328,17499,2086605
