RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7660369,14248,690.099,-1,-1,-1,-1,5464554,563581,6968197,8979,1396221
9,Bayern,9092406,17517,692.769,-1,-1,-1,-1,6583985,688649,8313004,13976,1908568
11,Berlin,2649187,5140,721.949,-1,-1,-1,-1,1875968,305799,2423177,3509,606492
12,Brandenburg,1641350,3870,650.840,-1,-1,-1,-1,1148586,134295,1468285,2261,292077
4,Bremen,566529,1053,831.661,-1,-1,-1,-1,387400,35654,500590,550,99512
2,Hamburg,1424508,2789,771.149,-1,-1,-1,-1,1010770,120254,1282048,1610,218910
6,Hessen,4495532,7085,714.929,-1,-1,-1,-1,3179052,354134,4021686,4816,730419
13,Mecklenburg-Vorpommern,1123373,2677,698.555,-1,-1,-1,-1,828323,85055,1016708,1330,202766
3,Niedersachsen,5900522,8621,738.155,-1,-1,-1,-1,3873786,475003,5221098,6460,1041125
5,Nordrhein-Westfalen,13507370,13801,752.616,-1,-1,-1,-1,9646860,799628,12088665,13032,2647441
7,Rheinland-Pfalz,2982369,3726,728.490,-1,-1,-1,-1,2163378,216097,2639896,2821,539569
10,Saarland,766140,1155,776.320,-1,-1,-1,-1,577668,58172,691894,752,154852
14,Sachsen,2467261,4694,605.913,-1,-1,-1,-1,1846158,214630,2265775,3257,438043
15,Sachsen-Anhalt,1466211,3112,668.044,-1,-1,-1,-1,1044854,124388,1316549,1870,270379
1,Schleswig-Holstein,2198038,2833,756.959,-1,-1,-1,-1,1536743,170497,1989361,2344,398039
16,Thüringen,1374500,2905,648.277,-1,-1,-1,-1,989966,129200,1245301,1391,294931
0,Gesamt,59511300,95344,715.566,-1,-1,-1,-1,42242504,4558023,53631633,69005,11258129
