RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,1028176,24614,92.625,477019,432711,68323,95508,694993,43993,455523,8362
9,Bayern,1278921,25544,97.444,591717,543214,99161,134909,892835,60690,601757,11695
11,Berlin,354330,7572,96.561,246958,113707,1909,46807,253068,32052,164349,3910
12,Brandenburg,230812,5339,91.523,108202,98834,22672,26268,148875,14561,87140,1590
4,Bremen,71446,2177,104.882,30335,35568,1612,8705,46285,3442,29914,243
2,Hamburg,176452,2693,95.521,70306,95144,5849,16036,121669,6987,80632,1203
6,Hessen **,575753,0,91.563,242522,230863,49186,53627,414390,19969,253214,0
13,Mecklenburg-Vorpommern,133105,3534,82.770,51498,53632,4589,27875,103383,6804,63941,1670
3,Niedersachsen,706329,19603,88.362,335895,296277,59973,102730,491011,30110,320430,9886
5,Nordrhein-Westfalen,1569799,28553,87.468,606212,815849,32748,199130,1103895,32773,688159,13132
7,Rheinland-Pfalz,406409,9976,99.272,146145,207462,14793,38009,264381,15742,158948,2933
10,Saarland,109423,3143,110.877,57652,38847,5827,13547,75466,5434,37517,651
14,Sachsen,333153,2537,81.816,131447,126720,23276,33995,268951,17292,188715,6199
15,Sachsen-Anhalt,196406,5540,89.488,86162,82545,13336,34483,135361,12979,80505,2190
1,Schleswig-Holstein,299206,8773,103.040,148042,112741,17609,61222,207610,14442,102372,1449
16,Thüringen,222666,5688,104.373,109431,82214,25409,27865,151690,8965,103476,2190
0,Gesamt,7698450,155286,92.566,3439543,3372392,446272,920716,5373863,326265,3416612,67303
