RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,2138229,44176,192.626,-1,-1,-1,-1,1402622,101355,735581,7127
9,Bayern,2724373,58836,207.575,-1,-1,-1,-1,1880064,146832,888575,3800
11,Berlin,724412,12181,197.415,-1,-1,-1,-1,472578,50979,295455,3449
12,Brandenburg,494346,8228,196.022,-1,-1,-1,-1,331743,43120,166577,2160
4,Bremen,157617,1314,231.381,-1,-1,-1,-1,108146,8955,49245,1015
2,Hamburg,376151,9491,203.627,-1,-1,-1,-1,261267,15195,107478,77
6,Hessen,1149473,25160,182.802,-1,-1,-1,-1,752536,51869,453683,3093
13,Mecklenburg-Vorpommern,321544,9254,199.948,-1,-1,-1,-1,230916,19977,100877,865
3,Niedersachsen,1547797,34417,193.629,-1,-1,-1,-1,1015019,105855,506830,3689
5,Nordrhein-Westfalen,3763385,60188,209.692,-1,-1,-1,-1,2429575,151924,1177371,12328
7,Rheinland-Pfalz,837477,14670,204.567,-1,-1,-1,-1,582978,39301,254178,7093
10,Saarland,222303,3879,225.257,-1,-1,-1,-1,167366,15066,74195,1961
14,Sachsen,810968,17041,199.159,-1,-1,-1,-1,570363,44660,298073,1369
15,Sachsen-Anhalt,457516,9393,208.456,-1,-1,-1,-1,298573,31914,126515,1321
1,Schleswig-Holstein,607163,5218,209.095,-1,-1,-1,-1,424728,37812,174298,5656
16,Thüringen,427595,8478,200.431,-1,-1,-1,-1,318487,24369,173998,2890
0,Gesamt,16795784,323200,201.953,-1,-1,-1,-1,11248051,908286,5582992,57895
