RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,1393889,21889,125.571,652924,533341,129823,106084,878171,66170,584479,9115
9,Bayern,1663332,23573,126.733,798742,655473,183490,141094,1112688,89256,788655,13749
11,Berlin,478282,9696,130.340,332540,148686,14411,50820,299880,46115,236376,5634
12,Brandenburg,349164,423,138.453,170009,114179,44619,28155,221756,23363,106997,18
4,Bremen,103778,2464,152.345,52956,43401,2890,9117,68654,6620,38657,339
2,Hamburg,236183,4774,127.856,86765,131636,13014,15892,157916,9817,99483,1538
6,Hessen,761066,8942,121.033,280679,299988,60185,57638,502855,30477,371012,8654
13,Mecklenburg-Vorpommern,182258,1763,113.335,79586,65860,12591,29094,131618,12937,78746,512
3,Niedersachsen,974690,4748,121.934,486943,393811,83411,109648,620701,58018,427913,2613
5,Nordrhein-Westfalen,2241822,50004,124.912,890442,1132479,140170,214134,1397815,97825,929453,14829
7,Rheinland-Pfalz,540318,8782,131.981,234603,229445,34634,48091,371305,33296,188059,3449
10,Saarland,143877,3750,145.789,76338,47634,10485,16006,95333,9518,53554,1484
14,Sachsen,457526,10489,112.360,143971,153928,51829,33995,337537,29621,272373,4023
15,Sachsen-Anhalt,286491,4043,130.533,134347,103878,26381,37086,183246,21208,104610,835
1,Schleswig-Holstein,428030,6063,147.405,218064,145047,45433,68304,282971,25959,124097,3065
16,Thüringen,299603,5551,140.436,151316,92894,45686,30802,194884,20018,130291,2337
0,Gesamt,10547269,166954,126.821,4790225,4298640,899052,995960,6857330,580588,4534775,72194
