RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8219324,317,740.453,-1,-1,-1,-1,5909925,641393,8245167,497,6356155
9,Bayern,9732153,275,741.512,-1,-1,-1,-1,7121833,763782,9834378,702,7409803
11,Berlin,2847815,81,776.079,-1,-1,-1,-1,2035621,330230,2827164,235,2198333
12,Brandenburg,1758049,30,697.115,-1,-1,-1,-1,1239222,153446,1748974,109,1317814
4,Bremen,614845,3,902.588,-1,-1,-1,-1,421068,45844,607259,19,442636
2,Hamburg,1541177,116,834.307,-1,-1,-1,-1,1107556,129997,1540504,171,1119894
6,Hessen,4835202,245,768.947,-1,-1,-1,-1,3451273,407706,4700777,480,3579290
13,Mecklenburg-Vorpommern,1198462,15,745.248,-1,-1,-1,-1,885406,99470,1200234,72,921098
3,Niedersachsen,6284380,133,786.176,-1,-1,-1,-1,4196188,517142,6222151,393,5095158
5,Nordrhein-Westfalen,14430558,266,804.055,-1,-1,-1,-1,10403488,910278,14164651,627,11058745
7,Rheinland-Pfalz,3181653,35,777.169,-1,-1,-1,-1,2323988,242710,3083928,56,2423305
10,Saarland,811842,19,822.629,-1,-1,-1,-1,612397,65843,810141,51,651596
14,Sachsen,2654445,92,651.882,-1,-1,-1,-1,1999603,242092,2620915,238,1961447
15,Sachsen-Anhalt,1570533,64,715.576,-1,-1,-1,-1,1122284,146726,1598399,125,1189660
1,Schleswig-Holstein,2343787,27,807.152,-1,-1,-1,-1,1657628,191457,2352324,44,2102421
16,Thüringen,1489615,22,702.570,-1,-1,-1,-1,1081585,141271,1491606,38,1101441
0,Gesamt,63715897,1740,766.123,-1,-1,-1,-1,45659354,5112723,63243601,3857,49071280
