RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8140237,2099,733.329,-1,-1,-1,-1,5847620,633641,8043114,4860,5875284
9,Bayern,9641371,3385,734.595,-1,-1,-1,-1,7044217,758411,9590625,7474,6719663
11,Berlin,2819271,879,768.300,-1,-1,-1,-1,2012702,328167,2758740,2101,1985402
12,Brandenburg,1741149,337,690.414,-1,-1,-1,-1,1225518,152127,1704711,845,1178655
4,Bremen,607262,201,891.457,-1,-1,-1,-1,414939,45115,590510,619,403179
2,Hamburg,1504173,685,814.276,-1,-1,-1,-1,1076139,127066,1472240,884,950955
6,Hessen,4780637,1646,760.270,-1,-1,-1,-1,3404068,404657,4570114,3125,3190627
13,Mecklenburg-Vorpommern,1185632,525,737.270,-1,-1,-1,-1,875649,98273,1168390,1133,821479
3,Niedersachsen,6210021,2079,776.873,-1,-1,-1,-1,4133812,512434,6042059,3745,4588949
5,Nordrhein-Westfalen,14279493,3427,795.638,-1,-1,-1,-1,10277088,899092,13811106,6892,9934012
7,Rheinland-Pfalz,3146102,1014,768.485,-1,-1,-1,-1,2297247,240298,2998904,2423,2200214
10,Saarland,805184,171,815.883,-1,-1,-1,-1,607280,65386,789694,681,599505
14,Sachsen,2625337,1162,644.734,-1,-1,-1,-1,1975927,240318,2546528,2424,1730643
15,Sachsen-Anhalt,1551741,505,707.014,-1,-1,-1,-1,1106931,144966,1547920,1132,1031658
1,Schleswig-Holstein,2316864,26,797.881,-1,-1,-1,-1,1634551,189799,2283559,38,1760242
16,Thüringen,1471909,325,694.219,-1,-1,-1,-1,1067498,140549,1447167,738,985755
0,Gesamt,63027665,18472,757.847,-1,-1,-1,-1,45090795,5063573,61558884,39127,44090038
