RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8221798,344,740.676,-1,-1,-1,-1,5911379,641844,8249019,584,6367448
9,Bayern,9734154,252,741.665,-1,-1,-1,-1,7123476,763936,9839466,802,7425617
11,Berlin,2852171,135,777.266,-1,-1,-1,-1,2039790,330278,2829865,300,2207328
12,Brandenburg,1758350,35,697.234,-1,-1,-1,-1,1239449,153460,1749760,109,1321193
4,Bremen,615056,41,902.898,-1,-1,-1,-1,421242,45867,607733,78,444077
2,Hamburg,1543923,56,835.794,-1,-1,-1,-1,1110150,130036,1542197,96,1125221
6,Hessen,4836385,141,769.135,-1,-1,-1,-1,3452253,407761,4703084,292,3587290
13,Mecklenburg-Vorpommern,1198765,53,745.437,-1,-1,-1,-1,885650,99496,1200951,117,923805
3,Niedersachsen,6286037,208,786.383,-1,-1,-1,-1,4197465,517337,6225588,527,5106745
5,Nordrhein-Westfalen,14433791,277,804.235,-1,-1,-1,-1,10406017,910679,14170704,662,11087080
7,Rheinland-Pfalz,3182306,47,777.328,-1,-1,-1,-1,2324514,242743,3085303,98,2430274
10,Saarland,811963,13,822.752,-1,-1,-1,-1,612495,65848,810464,63,652945
14,Sachsen,2655037,101,652.027,-1,-1,-1,-1,2000031,242107,2622482,233,1967077
15,Sachsen-Anhalt,1570929,32,715.756,-1,-1,-1,-1,1122609,146751,1599418,191,1193305
1,Schleswig-Holstein,2344105,1,807.262,-1,-1,-1,-1,1657902,191479,2353098,3,2106035
16,Thüringen,1489803,46,702.659,-1,-1,-1,-1,1081766,141249,1492227,118,1103659
0,Gesamt,63736650,1784,766.372,-1,-1,-1,-1,45676492,5114211,63276424,4287,49191749
