RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,1134891,27271,102.239,516041,473932,86207,99260,746386,48949,493774,11380
9,Bayern,1416193,37758,107.903,665653,586026,126491,137928,962622,72073,655132,11982
11,Berlin,397207,11632,108.246,273338,128348,5634,48497,266766,37900,181888,5594
12,Brandenburg,278745,5057,110.530,138584,106291,32537,27028,174653,17216,94070,2156
4,Bremen,81020,2414,118.937,35939,39042,1937,8798,52320,4542,32786,698
2,Hamburg,191233,4229,103.523,73840,104664,7511,16043,133386,6996,85507,1262
6,Hessen,646444,14377,102.805,257676,255668,56537,55400,446560,21868,291723,8198
13,Mecklenburg-Vorpommern,155930,6623,96.963,63945,59891,7287,29432,117928,8742,70939,1226
3,Niedersachsen,816673,27439,102.166,395051,340174,67627,106045,540525,37333,373442,11679
5,Nordrhein-Westfalen,1707930,25259,95.164,662334,888439,39738,203707,1167944,42392,745596,15292
7,Rheinland-Pfalz,470688,12177,114.973,206103,215993,18618,47565,314022,26188,175734,1055
10,Saarland,121858,3249,123.477,62638,42807,8236,14663,81048,6584,40595,829
14,Sachsen,363806,10599,89.344,135157,136015,31442,33995,279793,18704,216687,5930
15,Sachsen-Anhalt,227201,5196,103.519,101323,89795,17892,35672,151672,15058,88718,1791
1,Schleswig-Holstein,339119,8425,116.786,170128,124231,23276,64284,228043,17723,107970,1226
16,Thüringen,246441,5904,115.517,124508,84917,30694,28835,163932,8988,113499,2724
0,Gesamt,8602339,207609,103.435,3882258,3683193,561664,957152,5827600,391626,3768080,83022
