RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,563026,21369,50.721,310245,211639,17150,80397,461216,30505,283086,7111
9,Bayern,765566,24281,58.330,330441,348330,34410,120145,635731,26195,380103,11572
11,Berlin,195186,4974,53.192,132747,62939,150,42411,162356,6832,122054,2107
12,Brandenburg,113161,4391,44.871,46473,60041,4217,22005,88082,4196,75863,407
4,Bremen,39594,1958,58.124,17560,17934,623,8070,30644,2051,21623,314
2,Hamburg,104938,1953,56.808,44608,53363,1992,15727,82717,1805,54960,1074
6,Hessen,310248,10958,49.339,157596,122245,7758,50449,273826,9547,145656,5984
13,Mecklenburg-Vorpommern,83959,2933,52.209,25925,34927,1717,23778,74951,3747,50606,667
3,Niedersachsen,393066,15240,49.173,180747,155860,40003,93270,335613,12020,176582,3102
5,Nordrhein-Westfalen,920315,22933,51.279,302941,489176,17553,181785,766694,20910,430841,11277
7,Rheinland-Pfalz,230397,10528,56.278,89069,102589,2831,35908,186601,4536,140347,190
10,Saarland,56467,2941,57.217,32326,20561,87,10030,44053,1708,23883,583
14,Sachsen,226750,8033,55.686,91165,94514,8263,33984,204692,11267,100898,2904
15,Sachsen-Anhalt,106329,5284,48.446,39905,51002,4636,29593,84664,4728,54926,1697
1,Schleswig-Holstein,155219,6681,53.454,66393,63150,9603,50193,127409,4756,92243,1404
16,Thüringen,124853,2316,58.524,62724,52659,6152,22038,102291,8313,61833,2188
0,Gesamt,4389074,146773,52.774,1930865,1940929,157145,819783,3661540,153116,2215504,52581
