RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6353650,6479,572.381,-1,-1,-1,-1,4409628,522568,4672389,29580
9,Bayern,7418063,9937,565.197,-1,-1,-1,-1,5207545,614484,5419056,26833
11,Berlin,2111826,3674,575.509,-1,-1,-1,-1,1458084,236669,1519023,9622
12,Brandenburg,1360347,8,539.415,-1,-1,-1,-1,924090,120048,978739,27
4,Bremen,460588,864,676.140,-1,-1,-1,-1,314544,25538,305283,2503
2,Hamburg,1081119,7301,585.258,-1,-1,-1,-1,745057,100309,758341,1713
6,Hessen,3615608,6559,574.994,-1,-1,-1,-1,2474422,282138,2612858,19051
13,Mecklenburg-Vorpommern,924923,74,575.152,-1,-1,-1,-1,670186,73451,711250,1061
3,Niedersachsen,4845808,2055,606.210,-1,-1,-1,-1,3045820,412237,3229997,9021
5,Nordrhein-Westfalen,11044235,21094,615.373,-1,-1,-1,-1,7545365,709880,8263143,36878
7,Rheinland-Pfalz,2432648,647,594.212,-1,-1,-1,-1,1711036,185101,1707661,6515
10,Saarland,619776,364,628.011,-1,-1,-1,-1,463708,48122,461849,164
14,Sachsen,2027390,3652,497.889,-1,-1,-1,-1,1474986,181511,1618750,5373
15,Sachsen-Anhalt,1196719,60,545.256,-1,-1,-1,-1,838303,106868,894593,579
1,Schleswig-Holstein,1798860,3055,619.491,-1,-1,-1,-1,1219349,143138,1288577,8614
16,Thüringen,1141725,413,535.172,-1,-1,-1,-1,810683,123081,870050,5052
0,Gesamt,48612685,66236,584.521,-1,-1,-1,-1,33388017,3966107,35437750,162586
