RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6977034,10918,628.539,-1,-1,-1,-1,4890258,547459,6647201,14213
9,Bayern,8192937,13114,624.236,-1,-1,-1,-1,5822353,658684,7748036,18997
11,Berlin,2391981,4660,651.856,-1,-1,-1,-1,1674132,275977,2222315,7281
12,Brandenburg,1498718,3190,594.283,-1,-1,-1,-1,1028726,131499,1397738,3551
4,Bremen,513776,999,754.220,-1,-1,-1,-1,346695,33465,482583,1119
2,Hamburg,1275563,2595,690.519,-1,-1,-1,-1,895511,117982,1190249,3123
6,Hessen,4095191,7110,651.263,-1,-1,-1,-1,2838291,339454,3754385,11600
13,Mecklenburg-Vorpommern,1021546,2214,635.235,-1,-1,-1,-1,743516,81379,960991,2871
3,Niedersachsen,5447314,12876,681.459,-1,-1,-1,-1,3491367,468747,5008058,23850
5,Nordrhein-Westfalen,12512305,31634,697.172,-1,-1,-1,-1,8768747,784952,11404065,34643
7,Rheinland-Pfalz,2735465,5810,668.180,-1,-1,-1,-1,1951928,211175,2500607,10571
10,Saarland,706711,1319,716.101,-1,-1,-1,-1,528517,57204,659656,2558
14,Sachsen,2248564,5309,552.205,-1,-1,-1,-1,1652771,201738,2113672,5684
15,Sachsen-Anhalt,1330788,2281,606.342,-1,-1,-1,-1,932627,118018,1264796,3158
1,Schleswig-Holstein,2044435,5772,704.062,-1,-1,-1,-1,1404242,167244,1881810,9854
16,Thüringen,1242661,1641,582.485,-1,-1,-1,-1,888222,124389,1187486,2967
0,Gesamt,54422241,111475,654.375,-1,-1,-1,-1,37938291,4401440,50600451,156106
