RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8162246,1948,735.311,-1,-1,-1,-1,5866915,635473,8098948,5831,6020780
9,Bayern,9667130,3154,736.558,-1,-1,-1,-1,7068015,760046,9656706,8817,6934582
11,Berlin,2825911,698,770.110,-1,-1,-1,-1,2018290,328994,2775084,2367,2045821
12,Brandenburg,1745121,533,691.989,-1,-1,-1,-1,1228999,152521,1714610,1859,1210347
4,Bremen,609279,187,894.418,-1,-1,-1,-1,416743,45293,594603,593,415469
2,Hamburg,1508305,701,816.512,-1,-1,-1,-1,1079764,127420,1484735,2013,988094
6,Hessen,4797062,1398,762.882,-1,-1,-1,-1,3419331,405691,4603323,3761,3302972
13,Mecklenburg-Vorpommern,1189406,417,739.617,-1,-1,-1,-1,878980,98651,1176515,875,852031
3,Niedersachsen,6230958,1740,779.493,-1,-1,-1,-1,4153315,513671,6087536,5158,4727856
5,Nordrhein-Westfalen,14321702,5310,797.990,-1,-1,-1,-1,10314665,902451,13911170,10986,10261385
7,Rheinland-Pfalz,3154715,989,770.589,-1,-1,-1,-1,2305052,240997,3021108,2645,2258522
10,Saarland,807145,189,817.870,-1,-1,-1,-1,608872,65558,795953,746,613868
14,Sachsen,2633334,892,646.698,-1,-1,-1,-1,1983212,240929,2566474,2607,1798763
15,Sachsen-Anhalt,1558374,600,710.036,-1,-1,-1,-1,1112616,145810,1563962,1337,1088369
1,Schleswig-Holstein,2327144,915,801.421,-1,-1,-1,-1,1644134,190419,2301652,2613,1830221
16,Thüringen,1476777,610,696.515,-1,-1,-1,-1,1072000,140810,1459855,1817,1021665
0,Gesamt,63216004,20284,760.112,-1,-1,-1,-1,45260624,5078009,62006104,54046,45507206
