RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8093382,6645,729.108,-1,-1,-1,-1,5806738,628885,7947850,13825,5544651
9,Bayern,9585981,9187,730.375,-1,-1,-1,-1,6994313,753540,9475072,16267,6273127
11,Berlin,2800560,2302,763.201,-1,-1,-1,-1,1998510,326054,2715451,4263,1836911
12,Brandenburg,1731743,1619,686.684,-1,-1,-1,-1,1217397,150986,1685981,2969,1096961
4,Bremen,603548,490,886.004,-1,-1,-1,-1,411849,44628,583342,930,373724
2,Hamburg,1493684,1801,808.597,-1,-1,-1,-1,1066775,126168,1456479,1830,871268
6,Hessen,4746225,3931,754.797,-1,-1,-1,-1,3373198,401345,4519558,6486,2937592
13,Mecklenburg-Vorpommern,1179090,1114,733.202,-1,-1,-1,-1,870141,97305,1156586,2267,761878
3,Niedersachsen,6168014,4910,771.618,-1,-1,-1,-1,4094602,509832,5975566,8279,4322360
5,Nordrhein-Westfalen,14202683,8118,791.358,-1,-1,-1,-1,10209535,891009,13659363,14812,9308264
7,Rheinland-Pfalz,3126798,2323,763.769,-1,-1,-1,-1,2279873,238494,2967534,3274,2084038
10,Saarland,801406,552,812.054,-1,-1,-1,-1,604018,64954,781123,1238,571334
14,Sachsen,2609879,2775,640.938,-1,-1,-1,-1,1962365,238521,2520960,3651,1606477
15,Sachsen-Anhalt,1542647,1734,702.870,-1,-1,-1,-1,1099329,143548,1529812,3134,949531
1,Schleswig-Holstein,2302202,4047,792.831,-1,-1,-1,-1,1621331,188414,2261209,6385,1625131
16,Thüringen,1464134,1369,690.552,-1,-1,-1,-1,1060806,139917,1430691,2161,923509
0,Gesamt,62652995,53011,753.342,-1,-1,-1,-1,44760142,5026859,60859244,92065,41212549
