RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8023319,3977,722.796,-1,-1,-1,-1,5747279,620262,7810214,7977,4941296
9,Bayern,9503705,4624,724.106,-1,-1,-1,-1,6922933,744107,9308384,14766,5533224
11,Berlin,2777935,1743,757.036,-1,-1,-1,-1,1978784,323687,2671104,4325,1608687
12,Brandenburg,1716657,1038,680.702,-1,-1,-1,-1,1204922,148667,1657071,2340,939096
4,Bremen,598171,422,878.111,-1,-1,-1,-1,407816,43664,573575,841,322082
2,Hamburg,1479530,601,800.935,-1,-1,-1,-1,1054108,125144,1437300,901,726681
6,Hessen,4694094,2191,746.507,-1,-1,-1,-1,3328540,394937,4449948,4132,2501492
13,Mecklenburg-Vorpommern,1169025,716,726.943,-1,-1,-1,-1,861954,95552,1138072,1654,654296
3,Niedersachsen,6112654,2901,764.693,-1,-1,-1,-1,4045465,504994,5884364,5726,3822712
5,Nordrhein-Westfalen,14082499,5328,784.662,-1,-1,-1,-1,10106087,878642,13450210,12153,8245584
7,Rheinland-Pfalz,3100076,2189,757.242,-1,-1,-1,-1,2256600,235245,2922669,3635,1855234
10,Saarland,794858,531,805.419,-1,-1,-1,-1,598800,63922,770238,913,515500
14,Sachsen,2585245,2237,634.888,-1,-1,-1,-1,1941533,234957,2485264,3377,1392893
15,Sachsen-Anhalt,1528020,857,696.206,-1,-1,-1,-1,1088323,140128,1499445,2411,800341
1,Schleswig-Holstein,2281915,1155,785.845,-1,-1,-1,-1,1603287,186253,2226422,2400,1379419
16,Thüringen,1451518,1025,684.602,-1,-1,-1,-1,1049661,138859,1408970,1981,807622
0,Gesamt,62099547,31539,746.688,-1,-1,-1,-1,44284801,4962245,59883814,69597,36150043
