RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,3733109,89172,336.304,-1,-1,-1,-1,2552148,255168,1074224,43856
9,Bayern,4580940,134314,349.031,-1,-1,-1,-1,3242629,298230,1242007,39587
11,Berlin,1144475,36362,311.889,-1,-1,-1,-1,800748,71834,424345,10157
12,Brandenburg,759468,22454,301.150,-1,-1,-1,-1,517414,55479,267642,15608
4,Bremen,241707,6457,354.824,-1,-1,-1,-1,159717,12893,87866,2853
2,Hamburg,626907,14144,339.373,-1,-1,-1,-1,427305,52841,168415,3994
6,Hessen,2145081,58077,341.134,-1,-1,-1,-1,1413801,160970,566093,14629
13,Mecklenburg-Vorpommern,588299,17059,365.826,-1,-1,-1,-1,427300,39436,150082,6939
3,Niedersachsen,2836704,79476,354.872,-1,-1,-1,-1,1833418,192750,686921,20956
5,Nordrhein-Westfalen,6513730,180587,362.938,-1,-1,-1,-1,4529484,360951,1630271,35083
7,Rheinland-Pfalz,1347509,39372,329.150,-1,-1,-1,-1,951547,67221,480392,14946
10,Saarland,381473,11273,386.542,-1,-1,-1,-1,295862,27177,100973,3218
14,Sachsen,1212974,26708,297.884,-1,-1,-1,-1,866322,75675,557752,19507
15,Sachsen-Anhalt,737063,19698,335.825,-1,-1,-1,-1,523614,50482,219443,10464
1,Schleswig-Holstein,927333,26481,319.355,-1,-1,-1,-1,671061,53928,346536,13364
16,Thüringen,665463,18601,311.929,-1,-1,-1,-1,487841,40361,306575,8885
0,Gesamt,28516504,782301,342.884,-1,-1,-1,-1,19701594,1870450,8320680,265564
