RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8215033,350,740.067,-1,-1,-1,-1,5906370,641038,8237179,770,6342386
9,Bayern,9729866,392,741.338,-1,-1,-1,-1,7119958,763658,9828864,1130,7391369
11,Berlin,2846885,163,775.826,-1,-1,-1,-1,2034853,330168,2824736,366,2189785
12,Brandenburg,1757621,98,696.945,-1,-1,-1,-1,1238907,153445,1747940,272,1313669
4,Bremen,614644,36,902.293,-1,-1,-1,-1,420896,45820,606894,98,441054
2,Hamburg,1540521,66,833.952,-1,-1,-1,-1,1107004,129951,1539391,156,1114185
6,Hessen,4833544,393,768.684,-1,-1,-1,-1,3449900,407568,4697830,673,3567199
13,Mecklenburg-Vorpommern,1198049,77,744.991,-1,-1,-1,-1,885092,99415,1199350,153,917002
3,Niedersachsen,6282731,298,785.969,-1,-1,-1,-1,4194852,516979,6218723,634,5083141
5,Nordrhein-Westfalen,14426821,1594,803.847,-1,-1,-1,-1,10400335,909996,14157085,2245,11029951
7,Rheinland-Pfalz,3180873,129,776.978,-1,-1,-1,-1,2323407,242617,3082592,312,2417298
10,Saarland,811698,50,822.483,-1,-1,-1,-1,612288,65830,809818,72,650163
14,Sachsen,2653748,196,651.711,-1,-1,-1,-1,1999075,242068,2619172,546,1954398
15,Sachsen-Anhalt,1570191,105,715.420,-1,-1,-1,-1,1122044,146701,1597338,381,1185602
1,Schleswig-Holstein,2343312,63,806.989,-1,-1,-1,-1,1657246,191424,2351209,155,2097098
16,Thüringen,1489132,74,702.342,-1,-1,-1,-1,1081238,141251,1490456,211,1097752
0,Gesamt,63696704,4085,765.892,-1,-1,-1,-1,45643732,5111265,63203579,8177,48934366
