RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7978644,2410,718.771,-1,-1,-1,-1,5709841,614755,7738287,3800,4534479
9,Bayern,9456601,4464,720.517,-1,-1,-1,-1,6881402,739060,9212679,9190,5105657
11,Berlin,2760391,1058,752.254,-1,-1,-1,-1,1964230,321331,2632850,1555,1437963
12,Brandenburg,1706295,239,676.593,-1,-1,-1,-1,1196432,146984,1633651,474,832391
4,Bremen,593753,465,871.625,-1,-1,-1,-1,404691,42919,566164,562,279253
2,Hamburg,1470861,209,796.242,-1,-1,-1,-1,1046607,124433,1427264,429,621486
6,Hessen,4665127,1888,741.900,-1,-1,-1,-1,3303933,391035,4410836,1671,2246523
13,Mecklenburg-Vorpommern,1162745,392,723.038,-1,-1,-1,-1,856890,94439,1122575,1122,572446
3,Niedersachsen,6079546,1670,760.551,-1,-1,-1,-1,4016028,501680,5829258,1374,3429374
5,Nordrhein-Westfalen,14000387,2160,780.087,-1,-1,-1,-1,10033614,870606,13316739,2106,7516213
7,Rheinland-Pfalz,3077908,702,751.827,-1,-1,-1,-1,2237838,232648,2886981,1165,1647533
10,Saarland,790090,492,800.588,-1,-1,-1,-1,595106,63030,761317,373,456653
14,Sachsen,2567046,886,630.419,-1,-1,-1,-1,1926662,231807,2453415,1345,1244500
15,Sachsen-Anhalt,1520655,332,692.850,-1,-1,-1,-1,1082767,138430,1483112,773,733635
1,Schleswig-Holstein,2269096,15,781.430,-1,-1,-1,-1,1592050,184707,2199141,50,1200822
16,Thüringen,1442089,593,680.155,-1,-1,-1,-1,1041461,137935,1388062,1151,715836
0,Gesamt,61741444,17976,742.382,-1,-1,-1,-1,43978143,4919026,59252481,27165,32672203
