RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,958151,22155,86.317,445309,410691,57144,94272,650811,40838,431183,11177
9,Bayern,1216071,16757,92.655,555587,524309,88420,133861,866062,57631,570646,13454
11,Berlin,329583,6623,89.817,229530,106027,150,45952,242525,26003,153663,3117
12,Brandenburg,218220,7112,86.530,98924,97326,20574,26262,141512,12788,85535,1210
4,Bremen,66390,1225,97.460,27147,33895,1477,8657,43180,3248,28987,766
2,Hamburg,167855,3073,90.867,67993,89490,5260,16016,113769,6987,76805,1182
6,Hessen,547711,9242,87.103,237431,220612,40408,53497,403971,19583,243632,7181
13,Mecklenburg-Vorpommern,128649,1715,79.999,48822,52191,4323,27691,100285,6591,62268,854
3,Niedersachsen,668096,15629,83.579,316257,279847,57691,101871,472545,27868,308317,11403
5,Nordrhein-Westfalen,1451206,10948,80.860,546695,760858,29196,196630,1038355,31379,641992,6184
7,Rheinland-Pfalz,385904,7929,94.263,137377,198400,12817,37310,251596,9720,155726,3008
10,Saarland,102985,3034,104.353,54762,36852,4979,12835,71161,4852,36205,759
14,Sachsen,324203,2154,79.618,127990,124845,22085,33995,266703,16202,171600,6497
15,Sachsen-Anhalt,187162,7864,85.276,81133,79632,12194,34336,129417,11440,78093,1979
1,Schleswig-Holstein,275244,8731,94.788,132218,107550,14858,60090,194338,12533,100770,539
16,Thüringen,200437,5033,93.953,99633,77068,18704,27057,137290,8966,100563,2460
0,Gesamt,7233931,129224,86.981,3206808,3205657,390280,910332,5123520,296659,3246005,71770
