RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6391431,18653,575.784,-1,-1,-1,-1,4440527,523940,4810495,82634
9,Bayern,7475823,28353,569.598,-1,-1,-1,-1,5251697,621144,5528532,74418
11,Berlin,2129521,8060,580.331,-1,-1,-1,-1,1471473,239428,1579997,25940
12,Brandenburg,1366518,3391,541.862,-1,-1,-1,-1,928692,120358,1008622,18930
4,Bremen,463562,1639,680.506,-1,-1,-1,-1,316118,26559,318495,7366
2,Hamburg,1099037,8302,594.957,-1,-1,-1,-1,754003,108489,769617,7403
6,Hessen,3648546,16842,580.232,-1,-1,-1,-1,2496794,289118,2690101,47567
13,Mecklenburg-Vorpommern,929665,2120,578.100,-1,-1,-1,-1,673315,74507,726051,9385
3,Niedersachsen,4895759,25605,612.459,-1,-1,-1,-1,3080167,423139,3320111,57107
5,Nordrhein-Westfalen,11145626,45056,621.022,-1,-1,-1,-1,7630244,718120,8428500,107441
7,Rheinland-Pfalz,2452181,9240,598.984,-1,-1,-1,-1,1726715,185638,1773943,40358
10,Saarland,628711,4420,637.065,-1,-1,-1,-1,470164,50090,472715,7376
14,Sachsen,2039622,6428,500.893,-1,-1,-1,-1,1484603,182977,1651216,20654
15,Sachsen-Anhalt,1206127,4928,549.543,-1,-1,-1,-1,845151,107794,922368,16600
1,Schleswig-Holstein,1810001,5661,623.327,-1,-1,-1,-1,1225115,145657,1320633,20570
16,Thüringen,1145572,2010,536.976,-1,-1,-1,-1,813841,123152,897642,16652
0,Gesamt,49007589,190898,589.269,-1,-1,-1,-1,33684288,4021098,36350481,563068
