RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8208896,609,739.514,-1,-1,-1,-1,5902070,640270,8224467,1273,6304841
9,Bayern,9722078,922,740.745,-1,-1,-1,-1,7113708,763247,9812707,1824,7338000
11,Berlin,2844298,215,775.121,-1,-1,-1,-1,2032765,330051,2819439,535,2171561
12,Brandenburg,1756219,132,696.389,-1,-1,-1,-1,1237879,153342,1744850,322,1302466
4,Bremen,613993,102,901.338,-1,-1,-1,-1,420402,45722,605598,129,437401
2,Hamburg,1538902,136,833.076,-1,-1,-1,-1,1105679,129831,1535876,286,1103174
6,Hessen,4828231,445,767.839,-1,-1,-1,-1,3445420,407294,4688230,1055,3533086
13,Mecklenburg-Vorpommern,1196993,126,744.335,-1,-1,-1,-1,884400,99293,1196638,329,908923
3,Niedersachsen,6277082,404,785.263,-1,-1,-1,-1,4190468,516366,6205458,975,5044899
5,Nordrhein-Westfalen,14411521,854,802.995,-1,-1,-1,-1,10388206,908845,14130401,2071,10938679
7,Rheinland-Pfalz,3177963,193,776.267,-1,-1,-1,-1,2321121,242332,3075916,396,2399979
10,Saarland,811191,80,821.969,-1,-1,-1,-1,611876,65787,808606,155,646024
14,Sachsen,2651155,241,651.074,-1,-1,-1,-1,1997275,241933,2613531,570,1934440
15,Sachsen-Anhalt,1568738,124,714.758,-1,-1,-1,-1,1120930,146607,1593666,393,1174750
1,Schleswig-Holstein,2341599,290,806.399,-1,-1,-1,-1,1655850,191282,2347150,757,2082725
16,Thüringen,1487944,147,701.782,-1,-1,-1,-1,1080388,141210,1487531,401,1089637
0,Gesamt,63638785,5023,765.195,-1,-1,-1,-1,45598658,5106742,63084983,11477,48552400
