RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,4634746,14464,417.530,-1,-1,-1,-1,3148509,385342,1937198,31380
9,Bayern,5527638,6231,421.162,-1,-1,-1,-1,3886805,390322,2284424,35003
11,Berlin,1500535,8212,408.922,-1,-1,-1,-1,1017714,150963,647008,5657
12,Brandenburg,955763,113,378.986,-1,-1,-1,-1,651766,72018,449517,247
4,Bremen,299977,2081,440.364,-1,-1,-1,-1,194312,17856,145998,1026
2,Hamburg,750567,889,406.315,-1,-1,-1,-1,502486,79092,313553,9391
6,Hessen,2686761,10266,427.278,-1,-1,-1,-1,1794655,223360,991745,15892
13,Mecklenburg-Vorpommern,698989,191,434.657,-1,-1,-1,-1,504720,57121,279710,577
3,Niedersachsen,3416165,6592,427.362,-1,-1,-1,-1,2189512,217221,1268461,3602
5,Nordrhein-Westfalen,8134582,27137,453.250,-1,-1,-1,-1,5461025,618368,3064488,44917
7,Rheinland-Pfalz,1667301,2700,407.264,-1,-1,-1,-1,1145711,124094,772025,4773
10,Saarland,452827,144,458.844,-1,-1,-1,-1,344923,33026,202632,901
14,Sachsen,1523511,8247,374.146,-1,-1,-1,-1,1047566,154977,852308,7347
15,Sachsen-Anhalt,882306,378,402.002,-1,-1,-1,-1,627093,70686,376244,1857
1,Schleswig-Holstein,1230213,8522,423.660,-1,-1,-1,-1,853278,83825,574322,5390
16,Thüringen,859619,2613,402.938,-1,-1,-1,-1,603122,99448,416204,4187
0,Gesamt,35325677,98780,424.757,-1,-1,-1,-1,23990089,2846706,14615052,172147
