RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8217551,2472,740.294,-1,-1,-1,-1,5908755,641093,8241914,4689,6346672
9,Bayern,9730337,428,741.374,-1,-1,-1,-1,7120358,763674,9830016,1152,7395734
11,Berlin,2847257,372,775.927,-1,-1,-1,-1,2035166,330209,2825718,980,2193187
12,Brandenburg,1757720,91,696.984,-1,-1,-1,-1,1238998,153445,1748179,224,1314771
4,Bremen,614726,75,902.414,-1,-1,-1,-1,420974,45823,606979,78,441728
2,Hamburg,1540654,129,834.024,-1,-1,-1,-1,1107115,129966,1539705,308,1117064
6,Hessen,4833917,181,768.743,-1,-1,-1,-1,3450221,407585,4698428,409,3570216
13,Mecklenburg-Vorpommern,1198125,65,745.039,-1,-1,-1,-1,885149,99423,1199503,151,917784
3,Niedersachsen,6283139,250,786.020,-1,-1,-1,-1,4195179,517022,6219518,616,5086406
5,Nordrhein-Westfalen,14427508,457,803.885,-1,-1,-1,-1,10400906,910049,14158387,1041,11036943
7,Rheinland-Pfalz,3180973,93,777.003,-1,-1,-1,-1,2323500,242621,3082815,202,2418652
10,Saarland,811744,38,822.530,-1,-1,-1,-1,612321,65834,809891,71,650483
14,Sachsen,2653932,175,651.756,-1,-1,-1,-1,1999206,242076,2619546,367,1956251
15,Sachsen-Anhalt,1570259,68,715.451,-1,-1,-1,-1,1122098,146707,1597602,259,1186587
1,Schleswig-Holstein,2343401,89,807.019,-1,-1,-1,-1,1657323,191428,2351442,233,2098434
16,Thüringen,1489234,88,702.390,-1,-1,-1,-1,1081322,141253,1490727,234,1098730
0,Gesamt,63702518,5076,765.962,-1,-1,-1,-1,45648864,5111544,63215379,11020,48972007
