RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8204843,699,739.149,-1,-1,-1,-1,5899326,639700,8217360,1817,6284303
9,Bayern,9717177,993,740.371,-1,-1,-1,-1,7109930,763019,9804189,2041,7309053
11,Berlin,2842598,343,774.657,-1,-1,-1,-1,2031401,329929,2816597,575,2162291
12,Brandenburg,1755419,179,696.072,-1,-1,-1,-1,1237328,153305,1743316,443,1297034
4,Bremen,613509,140,900.627,-1,-1,-1,-1,420016,45663,604891,162,435697
2,Hamburg,1537867,274,832.516,-1,-1,-1,-1,1104777,129776,1533767,314,1097294
6,Hessen,4825452,296,767.397,-1,-1,-1,-1,3443119,407142,4683009,901,3510045
13,Mecklenburg-Vorpommern,1196547,116,744.057,-1,-1,-1,-1,884091,99245,1195497,353,905340
3,Niedersachsen,6273838,482,784.857,-1,-1,-1,-1,4187920,516034,6199322,1439,5023341
5,Nordrhein-Westfalen,14403548,955,802.550,-1,-1,-1,-1,10381977,908225,14116898,2298,10893544
7,Rheinland-Pfalz,3176104,231,775.813,-1,-1,-1,-1,2319682,242163,3071693,672,2390258
10,Saarland,810885,97,821.659,-1,-1,-1,-1,611651,65753,807610,158,643341
14,Sachsen,2649868,269,650.758,-1,-1,-1,-1,1996346,241879,2610835,678,1924497
15,Sachsen-Anhalt,1567857,172,714.357,-1,-1,-1,-1,1120310,146531,1591745,551,1168929
1,Schleswig-Holstein,2340646,241,806.071,-1,-1,-1,-1,1655201,191196,2344911,731,2072587
16,Thüringen,1487069,147,701.369,-1,-1,-1,-1,1079902,141185,1485758,428,1084675
0,Gesamt,63605123,5636,764.791,-1,-1,-1,-1,45573144,5104072,63022225,13590,48343263
