RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6900790,11383,621.671,-1,-1,-1,-1,4829453,545455,6555097,18222
9,Bayern,8101878,15705,617.298,-1,-1,-1,-1,5751742,654556,7622897,25870
11,Berlin,2364793,6025,644.447,-1,-1,-1,-1,1653144,272833,2174140,9535
12,Brandenburg,1480745,4469,587.156,-1,-1,-1,-1,1014794,130370,1376270,5610
4,Bremen,506029,1365,742.847,-1,-1,-1,-1,341125,32846,475372,1648
2,Hamburg,1253181,3909,678.402,-1,-1,-1,-1,877885,117637,1140232,6409
6,Hessen,4042853,9959,642.939,-1,-1,-1,-1,2795520,336660,3661514,19356
13,Mecklenburg-Vorpommern,1010372,3064,628.287,-1,-1,-1,-1,734725,80883,947360,3824
3,Niedersachsen,5370199,11575,671.812,-1,-1,-1,-1,3428615,466801,4877777,27493
5,Nordrhein-Westfalen,12321629,37902,686.548,-1,-1,-1,-1,8603766,782124,11220900,47245
7,Rheinland-Pfalz,2698615,6426,659.179,-1,-1,-1,-1,1920888,209764,2447682,13444
10,Saarland,698522,1353,707.803,-1,-1,-1,-1,522194,56823,641994,4045
14,Sachsen,2217445,4442,544.563,-1,-1,-1,-1,1626105,199269,2079548,5642
15,Sachsen-Anhalt,1315165,3114,599.224,-1,-1,-1,-1,920976,117046,1243908,6088
1,Schleswig-Holstein,2019460,7060,695.461,-1,-1,-1,-1,1384013,166303,1847706,12530
16,Thüringen,1230734,1626,576.894,-1,-1,-1,-1,879903,124208,1171420,3340
0,Gesamt,53719354,129491,645.924,-1,-1,-1,-1,37364948,4375640,49659889,210531
