RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8181250,657,737.023,-1,-1,-1,-1,5883564,637077,8161079,2125,6149862
9,Bayern,9689725,263,738.280,-1,-1,-1,-1,7089214,761235,9731993,1310,7124092
11,Berlin,2832798,80,771.987,-1,-1,-1,-1,2024409,329551,2796740,549,2104769
12,Brandenburg,1750259,0,694.026,-1,-1,-1,-1,1233529,152960,1729648,7,1253166
4,Bremen,611054,13,897.023,-1,-1,-1,-1,418368,45390,599504,66,425603
2,Hamburg,1516758,181,821.088,-1,-1,-1,-1,1087223,128238,1502042,836,1027108
6,Hessen,4809949,219,764.931,-1,-1,-1,-1,3431461,406395,4641670,765,3399968
13,Mecklenburg-Vorpommern,1191875,9,741.152,-1,-1,-1,-1,881179,98901,1183698,36,872936
3,Niedersachsen,6249523,208,781.815,-1,-1,-1,-1,4170803,514545,6141708,819,4862361
5,Nordrhein-Westfalen,14355372,312,799.866,-1,-1,-1,-1,10345319,904732,14007526,950,10545693
7,Rheinland-Pfalz,3162562,151,772.505,-1,-1,-1,-1,2312309,241511,3045376,240,2322402
10,Saarland,808681,4,819.426,-1,-1,-1,-1,610275,65650,801887,47,627144
14,Sachsen,2640102,13,648.360,-1,-1,-1,-1,1989393,241460,2586180,67,1855279
15,Sachsen-Anhalt,1562139,0,711.751,-1,-1,-1,-1,1116046,146106,1575013,0,1121791
1,Schleswig-Holstein,2332942,17,803.417,-1,-1,-1,-1,1649544,190757,2322081,139,1900446
16,Thüringen,1480854,8,698.438,-1,-1,-1,-1,1075773,141009,1471177,28,1049319
0,Gesamt,63377472,2135,762.053,-1,-1,-1,-1,45408327,5088826,62491708,7984,46780881
