RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6247917,27894,562.855,-1,-1,-1,-1,4320876,518425,4372877,65236
9,Bayern,7247550,49767,552.205,-1,-1,-1,-1,5071404,598628,5106018,62607
11,Berlin,2067391,5802,563.400,-1,-1,-1,-1,1423238,229217,1403847,14513
12,Brandenburg,1343796,5121,532.852,-1,-1,-1,-1,910955,118648,915103,14630
4,Bremen,449187,3205,659.404,-1,-1,-1,-1,306080,24359,279360,6499
2,Hamburg,1045775,5315,566.124,-1,-1,-1,-1,716182,96060,709128,15246
6,Hessen,3532246,20431,561.737,-1,-1,-1,-1,2411387,271991,2428386,38312
13,Mecklenburg-Vorpommern,911513,4568,566.813,-1,-1,-1,-1,659018,72470,669997,11201
3,Niedersachsen,4719663,34169,590.430,-1,-1,-1,-1,2950041,392271,3036328,40953
5,Nordrhein-Westfalen,10735698,56947,598.182,-1,-1,-1,-1,7281654,687270,7746849,81866
7,Rheinland-Pfalz,2381736,14592,581.776,-1,-1,-1,-1,1666979,183810,1591316,29156
10,Saarland,602203,4733,610.205,-1,-1,-1,-1,450125,44868,444192,5193
14,Sachsen,1986548,9686,487.859,-1,-1,-1,-1,1440062,177992,1543953,16344
15,Sachsen-Anhalt,1176541,6353,536.063,-1,-1,-1,-1,820811,106217,843037,14408
1,Schleswig-Holstein,1760952,8444,606.436,-1,-1,-1,-1,1192799,137125,1196561,21244
16,Thüringen,1129242,3069,529.321,-1,-1,-1,-1,800767,122647,809753,14547
0,Gesamt,47505270,260392,571.205,-1,-1,-1,-1,32489931,3859350,33202521,454028
