RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7353200,6393,662.427,-1,-1,-1,-1,5203211,552932,7129310,11697,207319
9,Bayern,8659725,8697,659.802,-1,-1,-1,-1,6207596,672979,8380227,12650,194654
11,Berlin,2519229,2368,686.534,-1,-1,-1,-1,1769605,294642,2421125,2995,113257
12,Brandenburg,1580315,1149,626.638,-1,-1,-1,-1,1095670,132016,1514602,1736,25345
4,Bremen,548316,522,804.924,-1,-1,-1,-1,372226,35269,526335,752,17723
2,Hamburg,1360041,2063,736.251,-1,-1,-1,-1,962599,118807,1309643,3449,25251
6,Hessen,4327598,3308,688.222,-1,-1,-1,-1,3032456,345463,4100300,5743,104309
13,Mecklenburg-Vorpommern,1074005,1082,667.856,-1,-1,-1,-1,785484,82690,1037697,1703,19670
3,Niedersachsen,5726805,4089,716.423,-1,-1,-1,-1,3715724,471065,5440248,7286,91033
5,Nordrhein-Westfalen,13171812,6807,733.919,-1,-1,-1,-1,9336745,793231,12455957,14713,351546
7,Rheinland-Pfalz,2895556,1828,707.285,-1,-1,-1,-1,2086927,214145,2702207,3458,78909
10,Saarland,741359,406,751.210,-1,-1,-1,-1,557001,57366,714827,675,16154
14,Sachsen,2378632,1819,584.148,-1,-1,-1,-1,1764737,210504,2280443,2638,35725
15,Sachsen-Anhalt,1402452,1207,638.994,-1,-1,-1,-1,991038,119283,1362717,2182,35668
1,Schleswig-Holstein,2139448,1775,736.782,-1,-1,-1,-1,1484340,168674,2061296,3989,77473
16,Thüringen,1307757,1294,616.798,-1,-1,-1,-1,937256,126594,1274402,1665,36225
0,Gesamt,57379610,44836,689.935,-1,-1,-1,-1,40385220,4478363,54896523,77369,1430675
