RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7474229,3764,673.330,-1,-1,-1,-1,5308494,554701,7293639,3050,475510
9,Bayern,8855990,9042,674.756,-1,-1,-1,-1,6380032,677128,8622544,7024,622816
11,Berlin,2580652,7765,703.272,-1,-1,-1,-1,1818975,299718,2498150,6393,276057
12,Brandenburg,1605872,954,636.772,-1,-1,-1,-1,1118664,132152,1551572,980,91513
4,Bremen,555792,309,815.899,-1,-1,-1,-1,378213,35394,539139,316,48525
2,Hamburg,1390820,745,752.913,-1,-1,-1,-1,987807,119097,1354118,848,89680
6,Hessen,4399151,2688,699.602,-1,-1,-1,-1,3097666,346697,4198837,2164,284241
13,Mecklenburg-Vorpommern,1093164,680,679.770,-1,-1,-1,-1,802681,82849,1062278,763,67853
3,Niedersachsen,5796554,2397,725.149,-1,-1,-1,-1,3780024,471441,5558960,2699,374484
5,Nordrhein-Westfalen,13330563,4392,742.765,-1,-1,-1,-1,9480687,795160,12725199,5435,904641
7,Rheinland-Pfalz,2930538,963,715.830,-1,-1,-1,-1,2118373,214351,2761825,1256,198948
10,Saarland,750794,345,760.770,-1,-1,-1,-1,565339,57434,728985,308,52391
14,Sachsen,2418708,1659,593.989,-1,-1,-1,-1,1801854,211873,2332375,1297,147919
15,Sachsen-Anhalt,1424894,616,649.219,-1,-1,-1,-1,1011124,119921,1394966,706,89778
1,Schleswig-Holstein,2168173,715,746.674,-1,-1,-1,-1,1509831,169159,2098907,539,180928
16,Thüringen,1332909,435,628.660,-1,-1,-1,-1,958600,126880,1304189,420,125522
0,Gesamt,58302768,37474,701.035,-1,-1,-1,-1,41201457,4496729,56211984,34208,4032554
