RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,4555821,46712,410.420,-1,-1,-1,-1,3099390,368753,1805647,78446
9,Bayern,5479379,42373,417.485,-1,-1,-1,-1,3856728,385691,2127043,92931
11,Berlin,1460525,24395,398.018,-1,-1,-1,-1,994631,137826,617619,20133
12,Brandenburg,930175,13525,368.840,-1,-1,-1,-1,631011,70081,426467,20809
4,Bremen,291922,3178,428.540,-1,-1,-1,-1,189361,16828,138811,4733
2,Hamburg,736993,6957,398.967,-1,-1,-1,-1,497664,72893,292228,16011
6,Hessen,2635524,28410,419.130,-1,-1,-1,-1,1758538,216115,920318,40438
13,Mecklenburg-Vorpommern,691751,9126,430.156,-1,-1,-1,-1,499677,55782,261541,16272
3,Niedersachsen,3370146,35119,421.605,-1,-1,-1,-1,2168439,216260,1182945,61017
5,Nordrhein-Westfalen,7981547,87185,444.723,-1,-1,-1,-1,5381914,583291,2825528,133312
7,Rheinland-Pfalz,1642415,17380,401.186,-1,-1,-1,-1,1130816,118762,731226,32220
10,Saarland,448026,3467,453.979,-1,-1,-1,-1,341964,32237,189010,8606
14,Sachsen,1485902,22684,364.910,-1,-1,-1,-1,1019115,152719,817341,24294
15,Sachsen-Anhalt,868946,11767,395.914,-1,-1,-1,-1,617937,68559,355000,19394
1,Schleswig-Holstein,1189567,21083,409.663,-1,-1,-1,-1,828762,78498,547786,16726
16,Thüringen,841654,14032,394.517,-1,-1,-1,-1,594521,90956,399231,11874
0,Gesamt,34711424,393480,417.372,-1,-1,-1,-1,23624702,2733847,13674483,600675
