RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,423662,10070,38.166,249252,141330,12665,73076,393020,21391,221979,8090
9,Bayern,588417,19284,44.833,246948,275974,17443,111443,536079,17798,308948,6004
11,Berlin,155426,4539,42.356,109142,44258,150,40461,138796,5137,101745,5166
12,Brandenburg,87089,1897,34.533,38763,44667,1655,19405,79099,4114,72156,2725
4,Bremen,30364,655,44.574,14448,12498,303,7654,26214,1931,18610,597
2,Hamburg,84688,2353,45.845,35658,42355,1938,15427,72588,1805,46893,1166
6,Hessen,230932,4914,36.725,116115,89792,6039,46440,217792,6941,112341,3473
13,Mecklenburg-Vorpommern,70450,1573,43.808,18447,30973,1559,21391,65224,2857,44835,908
3,Niedersachsen,296787,11653,37.128,115972,128975,35481,88711,267016,8661,147888,3351
5,Nordrhein-Westfalen,743908,17090,41.450,214638,404477,15533,178482,656866,17591,318882,944
7,Rheinland-Pfalz,180953,5282,44.201,68302,76635,107,35909,163667,4537,131916,2947
10,Saarland,42401,1140,42.964,25373,13608,0,9917,36712,1469,20899,538
14,Sachsen,170912,6176,41.973,59147,78702,5748,32406,158976,8394,81193,2813
15,Sachsen-Anhalt,84192,3638,38.360,30396,41365,3888,25559,72656,3305,47570,1552
1,Schleswig-Holstein,125708,2321,43.291,53313,48768,9504,47817,112904,3586,79951,2645
16,Thüringen,97841,2644,45.862,50957,39300,4865,18734,89765,4953,50800,1358
0,Gesamt,3413730,95229,41.047,1446871,1513677,116878,772832,3087374,114470,1806606,44277
