RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7297768,7003,657.433,-1,-1,-1,-1,5154699,552264,7031980,10317,154554
9,Bayern,8567505,11154,652.775,-1,-1,-1,-1,6128223,671094,8240064,14582,117269
11,Berlin,2487602,2946,677.915,-1,-1,-1,-1,1748017,288622,2381347,4680,77551
12,Brandenburg,1568975,2322,622.142,-1,-1,-1,-1,1085935,131960,1498159,3921,17490
4,Bremen,541765,667,795.307,-1,-1,-1,-1,367068,35102,517250,698,12698
2,Hamburg,1343587,1340,727.343,-1,-1,-1,-1,949548,118626,1286083,1633,14299
6,Hessen,4296318,4066,683.248,-1,-1,-1,-1,3004735,344946,4050284,7044,77612
13,Mecklenburg-Vorpommern,1063544,1011,661.351,-1,-1,-1,-1,776898,82578,1020813,1341,11900
3,Niedersachsen,5688083,5839,711.579,-1,-1,-1,-1,3680314,470949,5375388,8369,45147
5,Nordrhein-Westfalen,13083377,10951,728.992,-1,-1,-1,-1,9258287,792550,12297788,23009,250127
7,Rheinland-Pfalz,2875710,2828,702.437,-1,-1,-1,-1,2069816,214060,2670419,4156,56500
10,Saarland,734809,777,744.573,-1,-1,-1,-1,551424,57338,705264,1110,10048
14,Sachsen,2357504,2936,578.959,-1,-1,-1,-1,1745811,209591,2245821,4832,21219
15,Sachsen-Anhalt,1390838,1694,633.702,-1,-1,-1,-1,980772,119121,1342899,2572,25666
1,Schleswig-Holstein,2127423,1650,732.641,-1,-1,-1,-1,1473648,168542,2040951,2535,56615
16,Thüringen,1293249,1392,609.955,-1,-1,-1,-1,925982,126434,1254471,2472,22872
0,Gesamt,56911049,58632,684.301,-1,-1,-1,-1,39983483,4466411,54143694,93333,971788
