RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6667968,9943,600.697,-1,-1,-1,-1,4654181,535347,5989148,46583
9,Bayern,7829393,12917,596.537,-1,-1,-1,-1,5537825,640420,6722287,71208
11,Berlin,2247698,5182,612.537,-1,-1,-1,-1,1560746,258934,1911523,15414
12,Brandenburg,1414088,2811,560.725,-1,-1,-1,-1,964644,125405,1251606,8441
4,Bremen,482866,1030,708.844,-1,-1,-1,-1,326641,29213,427452,4220
2,Hamburg,1182458,2923,640.117,-1,-1,-1,-1,821730,116186,925175,7910
6,Hessen,3881629,6968,617.300,-1,-1,-1,-1,2663972,329299,3264394,23935
13,Mecklenburg-Vorpommern,965958,2102,600.669,-1,-1,-1,-1,701039,77451,848532,7872
3,Niedersachsen,5184626,8207,648.596,-1,-1,-1,-1,3291093,456610,4232242,36967
5,Nordrhein-Westfalen,11719229,16484,652.983,-1,-1,-1,-1,8096539,757003,9806267,73857
7,Rheinland-Pfalz,2589413,4170,632.505,-1,-1,-1,-1,1833782,202134,2188869,20093
10,Saarland,672242,1241,681.174,-1,-1,-1,-1,503769,55359,561175,5233
14,Sachsen,2134135,4434,524.104,-1,-1,-1,-1,1557512,193980,1950285,9566
15,Sachsen-Anhalt,1262393,2010,575.179,-1,-1,-1,-1,885230,112223,1120297,9073
1,Schleswig-Holstein,1917669,2995,660.406,-1,-1,-1,-1,1305074,157062,1628035,12977
16,Thüringen,1189237,1231,557.443,-1,-1,-1,-1,849176,123981,1098324,6260
0,Gesamt,51524326,84769,619.531,-1,-1,-1,-1,35631588,4251936,44093088,360130
