RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,467993,16819,42.160,272681,159888,13577,76637,420170,24558,245408,7051
9,Bayern,656391,23157,50.012,282100,302217,23047,115141,579412,20194,335390,8828
11,Berlin,164172,3714,44.740,115440,50222,150,41188,145275,5661,110142,2566
12,Brandenburg,99269,4511,39.363,42935,51685,2294,20894,84060,4144,74118,422
4,Bremen,32768,759,48.103,15681,13440,485,7709,27909,1931,19497,284
2,Hamburg,92826,2583,50.251,38919,47122,1961,15489,76428,1805,50952,1039
6,Hessen,254350,8802,40.450,130297,97217,6126,47999,237853,7983,123457,3752
13,Mecklenburg-Vorpommern,77222,2501,48.020,22334,32295,1593,22939,70989,3137,47679,646
3,Niedersachsen,341396,13929,42.709,148657,138605,37367,91066,301961,10599,160413,4413
5,Nordrhein-Westfalen,803674,17297,44.780,238913,438155,16212,179993,692694,19217,363431,5464
7,Rheinland-Pfalz,198884,6048,48.581,76099,85848,1187,35750,172610,4537,136619,929
10,Saarland,47298,1756,47.926,27395,16477,4,9928,38961,1490,22407,102
14,Sachsen,190984,6706,46.902,70787,84041,6323,33679,176722,9491,87935,2249
15,Sachsen-Anhalt,91857,2853,41.852,34401,43913,4374,27213,77703,3610,51316,1198
1,Schleswig-Holstein,134647,2921,46.370,57035,53107,9557,48975,117436,3919,86697,2160
16,Thüringen,106175,2524,49.768,56741,41243,5181,20502,96244,6635,55582,1433
0,Gesamt,3759906,116880,45.209,1630415,1655475,129438,795102,3316427,128911,1971043,42536
