RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,1271038,26601,114.504,581865,509771,110005,103807,809497,57403,544055,11227
9,Bayern,1554388,26339,118.432,738280,628248,156727,140280,1043525,83266,716448,18816
11,Berlin,438215,4759,119.421,298147,139754,10302,50104,282340,42712,208002,5912
12,Brandenburg,331783,12053,131.561,161036,111670,40696,27870,210346,21668,101434,4185
4,Bremen,91975,2572,135.019,43394,41621,2479,9076,59391,5963,35857,695
2,Hamburg,213839,4419,115.761,79344,119526,10508,15868,146298,7887,90757,1322
6,Hessen,712590,9456,113.324,270731,285102,56328,56780,475997,26629,331081,9028
13,Mecklenburg-Vorpommern,170744,5326,106.175,74303,62136,10285,28850,124696,10790,75589,2822
3,Niedersachsen,924260,23558,115.625,455980,378723,78298,108971,588498,47831,408173,8138
5,Nordrhein-Westfalen,1938789,15492,108.027,774918,1026141,80809,204041,1213040,76331,826118,8640
7,Rheinland-Pfalz,500800,13938,122.328,217822,221883,26563,47432,341867,27478,181180,3761
10,Saarland,132003,2218,133.757,67734,45902,9188,15711,85794,7645,47003,1914
14,Sachsen,409289,9643,100.514,138941,148964,43258,33995,296575,24606,248526,6485
15,Sachsen-Anhalt,263011,11196,119.835,120757,98873,22668,36569,170363,17679,99400,3789
1,Schleswig-Holstein,386046,10246,132.946,196278,135964,32841,67010,254947,21410,116154,1552
16,Thüringen,281492,6282,131.947,142153,90423,40382,30222,176794,20001,122617,2650
0,Gesamt,9627222,184098,115.758,4361683,4051661,731337,976586,6279968,499669,4152414,90936
