RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8207143,327,739.356,-1,-1,-1,-1,5900888,640058,8221416,709,6295784
9,Bayern,9720277,653,740.607,-1,-1,-1,-1,7112259,763171,9809202,1054,7325274
11,Berlin,2843628,292,774.938,-1,-1,-1,-1,2032176,330025,2818165,571,2167606
12,Brandenburg,1755889,92,696.258,-1,-1,-1,-1,1237632,153324,1744193,243,1299656
4,Bremen,613757,52,900.991,-1,-1,-1,-1,420219,45695,605249,27,436479
2,Hamburg,1538318,154,832.760,-1,-1,-1,-1,1105149,129813,1534906,238,1100128
6,Hessen,4827018,342,767.646,-1,-1,-1,-1,3444404,407226,4685597,758,3522488
13,Mecklenburg-Vorpommern,1196747,42,744.182,-1,-1,-1,-1,884237,99271,1196012,163,906898
3,Niedersachsen,6275715,348,785.092,-1,-1,-1,-1,4189397,516224,6202932,625,5034427
5,Nordrhein-Westfalen,14407267,551,802.758,-1,-1,-1,-1,10384759,908680,14123784,1144,10918120
7,Rheinland-Pfalz,3177298,94,776.105,-1,-1,-1,-1,2320689,242248,3073653,220,2395624
10,Saarland,811045,25,821.822,-1,-1,-1,-1,611759,65777,808318,142,644933
14,Sachsen,2650612,212,650.941,-1,-1,-1,-1,1996882,241909,2612313,439,1929451
15,Sachsen-Anhalt,1568223,75,714.523,-1,-1,-1,-1,1120544,146588,1592811,445,1171670
1,Schleswig-Holstein,2341163,146,806.249,-1,-1,-1,-1,1655547,191257,2345988,440,2078141
16,Thüringen,1487609,50,701.624,-1,-1,-1,-1,1080122,141197,1486590,240,1086714
0,Gesamt,63623682,3455,765.014,-1,-1,-1,-1,45586878,5105790,63056034,7458,48455094
