RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8037735,6443,724.095,-1,-1,-1,-1,5758867,622436,7842727,16186,5091331
9,Bayern,9519847,8115,725.336,-1,-1,-1,-1,6936650,746298,9353336,22735,5730685
11,Berlin,2782832,2295,758.370,-1,-1,-1,-1,1982848,324344,2682602,5787,1665472
12,Brandenburg,1720268,1625,682.134,-1,-1,-1,-1,1207877,149207,1665337,3581,981583
4,Bremen,599568,632,880.162,-1,-1,-1,-1,408802,43906,575869,1066,335815
2,Hamburg,1483822,1514,803.259,-1,-1,-1,-1,1058042,125405,1441758,2006,763259
6,Hessen,4706460,5251,748.473,-1,-1,-1,-1,3339268,396421,4468554,8795,2609427
13,Mecklenburg-Vorpommern,1171362,1142,728.396,-1,-1,-1,-1,863831,95967,1142738,2204,683271
3,Niedersachsen,6123895,5544,766.099,-1,-1,-1,-1,4055332,506258,5909181,11258,3966024
5,Nordrhein-Westfalen,14112778,9310,786.349,-1,-1,-1,-1,10130696,881937,13507850,21691,8529713
7,Rheinland-Pfalz,3105831,2550,758.648,-1,-1,-1,-1,2261411,236126,2935148,6453,1917420
10,Saarland,796396,782,806.978,-1,-1,-1,-1,600056,64176,772993,1449,531931
14,Sachsen,2591432,2922,636.407,-1,-1,-1,-1,1946579,236020,2495718,4856,1450287
15,Sachsen-Anhalt,1531392,1293,697.742,-1,-1,-1,-1,1090886,140873,1507124,3476,837557
1,Schleswig-Holstein,2286345,1629,787.370,-1,-1,-1,-1,1607182,186749,2233702,3399,1433369
16,Thüringen,1455170,1541,686.324,-1,-1,-1,-1,1052904,139163,1415911,2861,839181
0,Gesamt,62225649,52670,748.204,-1,-1,-1,-1,44390122,4978515,60141697,118089,37476517
