RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,412902,8142,37.197,242098,138378,12327,72410,385345,20034,213854,6262
9,Bayern,569132,12833,43.363,236957,268165,16199,110618,523788,16319,302944,4215
11,Berlin,150887,2437,41.119,107654,41120,150,40245,137234,4986,94959,2663
12,Brandenburg,85192,0,33.781,38145,43510,1566,19339,78412,4114,69431,0
4,Bremen,29706,556,43.608,14116,12232,290,7608,25767,1931,18013,187
2,Hamburg,82242,2996,44.521,34310,41309,1931,14953,70986,1792,44976,937
6,Hessen,226018,3229,35.944,113016,88103,5868,46243,213580,6696,108868,2584
13,Mecklenburg-Vorpommern,68418,0,42.545,17593,30281,1553,20881,63768,2473,43663,0
3,Niedersachsen,284515,386,35.593,106542,126703,34917,88083,257371,7632,143862,1731
5,Nordrhein-Westfalen,723039,16015,40.287,203282,395509,15162,177772,641610,17591,315753,1532
7,Rheinland-Pfalz,175309,345,42.822,65270,74161,106,35772,160147,4537,128633,1762
10,Saarland,41261,0,41.809,24866,12975,0,9917,36060,1469,20361,0
14,Sachsen,164736,6618,40.456,54878,77582,5570,31961,153419,8097,78380,2752
15,Sachsen-Anhalt,80554,7,36.703,28824,40035,3729,24677,70058,3184,46018,279
1,Schleswig-Holstein,123399,2369,42.496,52137,47850,9503,47577,111534,3479,77320,2497
16,Thüringen,95041,53,44.550,48909,38661,4809,18130,87510,4408,49443,833
0,Gesamt,3312351,55986,39.828,1388597,1476574,113680,766186,3016589,108742,1756478,28234
