RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,4598324,42134,414.249,-1,-1,-1,-1,3126148,375704,1870098,63995
9,Bayern,5511132,31753,419.904,-1,-1,-1,-1,3878153,387185,2206994,79951
11,Berlin,1481081,20556,403.620,-1,-1,-1,-1,1007319,142588,634501,16882
12,Brandenburg,946589,15412,375.349,-1,-1,-1,-1,643795,71311,445464,13845
4,Bremen,295064,3106,433.152,-1,-1,-1,-1,191126,17224,143104,4281
2,Hamburg,747170,9727,404.476,-1,-1,-1,-1,501491,77290,300867,7896
6,Hessen,2662952,27429,423.492,-1,-1,-1,-1,1777698,219021,956426,36017
13,Mecklenburg-Vorpommern,697865,6095,433.958,-1,-1,-1,-1,504143,56665,275499,13670
3,Niedersachsen,3399653,28502,425.296,-1,-1,-1,-1,2183522,216814,1239135,54615
5,Nordrhein-Westfalen,8066195,77779,449.440,-1,-1,-1,-1,5427237,596080,2956421,106514
7,Rheinland-Pfalz,1658877,15181,405.207,-1,-1,-1,-1,1140890,121645,758190,25438
10,Saarland,451419,3365,457.417,-1,-1,-1,-1,344153,32579,196859,7524
14,Sachsen,1495441,9539,367.252,-1,-1,-1,-1,1024257,153985,835101,17760
15,Sachsen-Anhalt,880781,11797,401.307,-1,-1,-1,-1,626095,70642,370718,15709
1,Schleswig-Holstein,1209100,19422,416.389,-1,-1,-1,-1,839641,80289,562006,14133
16,Thüringen,853005,10615,399.838,-1,-1,-1,-1,602284,93758,406566,6767
0,Gesamt,35058647,333993,421.547,-1,-1,-1,-1,23834712,2781721,14197101,486923
