RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,7195605,12034,648.230,-1,-1,-1,-1,5068676,550900,6494109,11483
9,Bayern,8436070,12006,642.761,-1,-1,-1,-1,6019746,667249,7635672,13882
11,Berlin,2454617,3407,668.926,-1,-1,-1,-1,1722711,284315,2221160,5549
12,Brandenburg,1540820,2223,610.978,-1,-1,-1,-1,1061993,131884,1358727,3396
4,Bremen,532318,843,781.439,-1,-1,-1,-1,360308,34690,464225,919
2,Hamburg,1314245,2418,711.459,-1,-1,-1,-1,927130,118368,1166726,3214
6,Hessen,4230685,6860,672.810,-1,-1,-1,-1,2951118,342786,3733798,9531
13,Mecklenburg-Vorpommern,1050140,1692,653.016,-1,-1,-1,-1,766010,82326,942206,2520
3,Niedersachsen,5616289,9019,702.598,-1,-1,-1,-1,3621041,470664,4865000,15560
5,Nordrhein-Westfalen,12913679,17944,719.536,-1,-1,-1,-1,9113787,790885,11237732,36680
7,Rheinland-Pfalz,2830230,3981,691.328,-1,-1,-1,-1,2031709,213818,2461985,4751
10,Saarland,724969,843,734.602,-1,-1,-1,-1,543408,57309,649354,1041
14,Sachsen,2324145,3998,570.767,-1,-1,-1,-1,1716586,208175,2104430,4696
15,Sachsen-Anhalt,1370848,1998,624.594,-1,-1,-1,-1,964372,118749,1219581,2572
1,Schleswig-Holstein,2102770,3674,724.151,-1,-1,-1,-1,1451839,168278,1866287,8717
16,Thüringen,1274819,1874,597.559,-1,-1,-1,-1,911563,126248,1161580,1885
0,Gesamt,56104699,84833,674.605,-1,-1,-1,-1,39313809,4449231,49758388,126414
