RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,436296,11650,39.305,256849,145743,12927,74419,402084,22100,229463,7354
9,Bayern,609003,20586,46.401,257408,284013,18697,112710,548554,18982,316844,7896
11,Berlin,157559,2133,42.938,110629,45030,150,40725,140364,5277,104812,3067
12,Brandenburg,90507,3418,35.889,40144,46566,1761,20013,80632,4118,72991,835
4,Bremen,31189,824,45.785,14876,12819,369,7680,26856,1931,18921,311
2,Hamburg,87043,2118,47.120,36710,43633,1942,15459,73860,1805,48305,1337
6,Hessen,237076,6144,37.702,120017,91608,6057,46875,223030,7266,115839,3498
13,Mecklenburg-Vorpommern,72467,1888,45.063,19532,31409,1566,21897,66913,2955,45966,1000
3,Niedersachsen,310496,13179,38.843,126169,131677,36089,89452,278424,9187,151742,3425
5,Nordrhein-Westfalen,760512,13814,42.375,221094,413473,15665,178941,667620,18062,327280,5916
7,Rheinland-Pfalz,187044,5568,45.688,71561,79206,252,36025,167418,4537,134036,1544
10,Saarland,44042,1377,44.627,26033,14586,3,9916,37443,1471,21602,608
14,Sachsen,178860,7948,43.925,63096,80737,6015,32994,166696,8580,83610,2417
15,Sachsen-Anhalt,86635,2443,39.473,31774,41996,4085,25979,74491,3327,48895,1325
1,Schleswig-Holstein,128805,3002,44.358,54504,50382,9505,48143,114431,3696,82559,2480
16,Thüringen,100760,2842,47.230,52938,40024,4985,19265,92120,5508,52063,1190
0,Gesamt,3518294,98934,42.304,1503334,1552902,120068,780493,3160936,118802,1854928,44203
