RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,7368771,1140,663.830,-1,-1,-1,-1,5216587,553176,6731173,862
9,Bayern,8685116,1277,661.736,-1,-1,-1,-1,6229664,673594,7970201,2137
11,Berlin,2524110,388,687.864,-1,-1,-1,-1,1773292,295571,2316805,630
12,Brandenburg,1582801,38,627.624,-1,-1,-1,-1,1097846,132044,1415597,56
4,Bremen,549230,0,806.266,-1,-1,-1,-1,372978,35291,484276,0
2,Hamburg,1363939,253,738.361,-1,-1,-1,-1,965768,118838,1228403,280
6,Hessen,4335220,357,689.435,-1,-1,-1,-1,3039287,345638,3881009,389
13,Mecklenburg-Vorpommern,1076639,13,669.494,-1,-1,-1,-1,787785,82708,980825,11
3,Niedersachsen,5734660,95,717.406,-1,-1,-1,-1,3722490,471129,5041868,31
5,Nordrhein-Westfalen,13187033,223,734.767,-1,-1,-1,-1,9350878,793319,11727893,372
7,Rheinland-Pfalz,2900005,37,708.372,-1,-1,-1,-1,2090751,214165,2556137,49
10,Saarland,742694,22,752.562,-1,-1,-1,-1,558133,57373,672532,25
14,Sachsen,2382986,42,585.217,-1,-1,-1,-1,1768719,210685,2190805,81
15,Sachsen-Anhalt,1405227,0,640.258,-1,-1,-1,-1,993452,119351,1266780,0
1,Schleswig-Holstein,2143207,109,738.077,-1,-1,-1,-1,1487827,168728,1938620,162
16,Thüringen,1311654,17,614.825,-1,-1,-1,-1,940334,126631,1203167,112
0,Gesamt,57486710,4011,691.223,-1,-1,-1,-1,40478454,4480944,51783266,5197
