RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7673463,11647,691.278,-1,-1,-1,-1,5474424,565566,7436149,8664,1500337
9,Bayern,9110173,17249,694.122,-1,-1,-1,-1,6598024,691084,8817486,16167,2053244
11,Berlin,2653885,4538,723.230,-1,-1,-1,-1,1879131,306793,2548069,3373,643114
12,Brandenburg,1645804,4063,652.607,-1,-1,-1,-1,1151871,135057,1578951,2225,319755
4,Bremen,567516,867,833.110,-1,-1,-1,-1,388154,35814,547045,446,104957
2,Hamburg,1427149,2015,772.579,-1,-1,-1,-1,1012684,120533,1384818,1215,236123
6,Hessen,4503261,6472,716.158,-1,-1,-1,-1,3184854,355580,4269550,4771,784821
13,Mecklenburg-Vorpommern,1126168,2687,700.293,-1,-1,-1,-1,830439,85654,1082580,1588,220781
3,Niedersachsen,5910985,7856,739.464,-1,-1,-1,-1,3881897,476387,5651979,7198,1126211
5,Nordrhein-Westfalen,13516742,14669,753.138,-1,-1,-1,-1,9655679,801514,12879976,13696,2855400
7,Rheinland-Pfalz,2987723,3015,729.798,-1,-1,-1,-1,2167782,216719,2804810,2438,581414
10,Saarland,767729,1323,777.930,-1,-1,-1,-1,578696,58465,740129,715,167314
14,Sachsen,2472031,4687,607.085,-1,-1,-1,-1,1850139,215242,2368237,3333,476795
15,Sachsen-Anhalt,1469605,3023,669.590,-1,-1,-1,-1,1047203,125271,1423657,1976,292828
1,Schleswig-Holstein,2205278,3245,759.453,-1,-1,-1,-1,1541590,172428,2139888,2734,485472
16,Thüringen,1378013,3117,649.933,-1,-1,-1,-1,992551,129747,1334019,1713,315474
0,Gesamt,59611429,90707,716.770,-1,-1,-1,-1,42319839,4574842,57195032,72406,12187212
