RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8191884,1178,737.981,-1,-1,-1,-1,5892007,638225,8193413,2765,6221654
9,Bayern,9701930,1390,739.209,-1,-1,-1,-1,7100071,761921,9772718,3578,7222939
11,Berlin,2837226,618,773.193,-1,-1,-1,-1,2027632,329775,2808421,1130,2138060
12,Brandenburg,1752868,283,695.060,-1,-1,-1,-1,1235707,153163,1737948,714,1277767
4,Bremen,612298,180,898.849,-1,-1,-1,-1,419196,45474,602765,193,430880
2,Hamburg,1532044,396,829.363,-1,-1,-1,-1,1100131,129507,1525212,873,1077663
6,Hessen,4817522,516,766.136,-1,-1,-1,-1,3437698,406721,4665845,1890,3461887
13,Mecklenburg-Vorpommern,1194278,295,742.646,-1,-1,-1,-1,882909,99046,1191149,738,891725
3,Niedersachsen,6260513,705,783.190,-1,-1,-1,-1,4180828,515165,6176900,2760,4953553
5,Nordrhein-Westfalen,14378560,1962,801.158,-1,-1,-1,-1,10363910,906087,14069500,6755,10727502
7,Rheinland-Pfalz,3170650,320,774.481,-1,-1,-1,-1,2316125,241787,3059746,1256,2356840
10,Saarland,809867,132,820.628,-1,-1,-1,-1,610964,65703,805115,382,634903
14,Sachsen,2644724,654,649.495,-1,-1,-1,-1,1993052,241692,2600883,1871,1891858
15,Sachsen-Anhalt,1565358,323,713.218,-1,-1,-1,-1,1118648,146354,1585149,1056,1148849
1,Schleswig-Holstein,2337048,510,804.832,-1,-1,-1,-1,1652941,190986,2336984,1180,1981649
16,Thüringen,1483908,256,699.878,-1,-1,-1,-1,1078170,141090,1480089,913,1069632
0,Gesamt,63492423,9721,763.436,-1,-1,-1,-1,45500014,5096014,62806490,28068,47627669
