RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7863336,7627,708.384,-1,-1,-1,-1,5613431,600737,7614943,5501,3528727
9,Bayern,9339167,7437,711.570,-1,-1,-1,-1,6777724,727354,9059254,5705,4121644
11,Berlin,2717170,4091,740.476,-1,-1,-1,-1,1927234,317281,2590531,1686,1173052
12,Brandenburg,1689434,86,669.907,-1,-1,-1,-1,1182952,144231,1611782,79,670083
4,Bremen,585256,145,859.152,-1,-1,-1,-1,398417,41608,558110,72,212823
2,Hamburg,1454085,1038,787.161,-1,-1,-1,-1,1032545,123322,1410586,399,484476
6,Hessen,4603809,1705,732.149,-1,-1,-1,-1,3254092,381428,4354958,1325,1765579
13,Mecklenburg-Vorpommern,1152560,159,716.705,-1,-1,-1,-1,848748,92621,1104999,58,460059
3,Niedersachsen,6019014,1843,752.978,-1,-1,-1,-1,3963551,494888,5759546,1157,2659568
5,Nordrhein-Westfalen,13832157,7645,770.713,-1,-1,-1,-1,9884420,854884,13168032,2382,6181305
7,Rheinland-Pfalz,3046087,688,744.055,-1,-1,-1,-1,2211064,228326,2851533,594,1310884
10,Saarland,782236,237,792.630,-1,-1,-1,-1,588584,61967,753004,302,365525
14,Sachsen,2534375,519,622.395,-1,-1,-1,-1,1899793,226494,2416002,573,1012036
15,Sachsen-Anhalt,1506720,526,686.501,-1,-1,-1,-1,1072665,134888,1457615,133,603687
1,Schleswig-Holstein,2244832,603,773.074,-1,-1,-1,-1,1570445,182181,2177341,411,977290
16,Thüringen,1423930,342,671.590,-1,-1,-1,-1,1025582,136455,1367693,206,589120
0,Gesamt,60992596,34691,733.378,-1,-1,-1,-1,43338369,4831774,58444931,20583,26194109
