RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,760957,23873,68.552,368339,326361,33474,87205,534688,34487,349550,9281
9,Bayern,987892,33140,75.269,428731,445657,60443,127593,737636,39206,466823,10633
11,Berlin,251855,7681,68.635,174886,79618,150,43832,200089,14078,135254,2001
12,Brandenburg,150903,8529,59.837,60260,79625,9380,23803,100401,5952,79254,430
4,Bremen,53856,1945,79.060,22663,26469,1072,8429,35852,2994,23908,276
2,Hamburg,135475,4118,73.339,56511,70814,3036,15945,93704,4872,65116,1020
6,Hessen,431409,17627,68.607,199388,179780,22011,51292,335919,15003,190260,5431
13,Mecklenburg-Vorpommern,104531,4306,65.001,36989,42738,2557,25819,86008,5919,56328,1176
3,Niedersachsen,520719,15945,65.142,250613,206812,48888,97374,405169,17188,225366,10196
5,Nordrhein-Westfalen,1194725,38024,66.569,427020,632357,21974,189543,907470,27354,546939,15560
7,Rheinland-Pfalz,302015,13424,73.772,109090,150121,6594,36210,208265,4543,143346,192
10,Saarland,78174,2486,79.213,43670,28528,2091,10592,54932,2862,29511,1357
14,Sachsen,289566,6645,71.112,118041,111831,14775,33994,250774,12866,121373,3514
15,Sachsen-Anhalt,137976,5587,62.865,53669,66053,6740,31768,98931,7179,64872,1202
1,Schleswig-Holstein,205395,6330,70.734,89670,87071,10149,53030,152535,6515,98039,96
16,Thüringen,151124,2952,70.838,73072,65717,8121,24731,116075,8315,78753,2694
0,Gesamt,5756572,192612,69.217,2512612,2599552,251455,861160,4318448,209333,2674692,65059
