RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6820085,14100,614.400,-1,-1,-1,-1,4768071,542335,6438687,24876
9,Bayern,8013335,15019,610.552,-1,-1,-1,-1,5684317,649112,7459884,39407
11,Berlin,2329193,7014,634.746,-1,-1,-1,-1,1625123,268660,2112189,13247
12,Brandenburg,1458123,4296,578.186,-1,-1,-1,-1,997738,128474,1346046,7424
4,Bremen,496637,1392,729.060,-1,-1,-1,-1,334683,31907,466868,1744
2,Hamburg,1230807,3395,666.290,-1,-1,-1,-1,861443,117193,1081267,8659
6,Hessen,3981382,8579,633.163,-1,-1,-1,-1,2745315,333615,3555395,22467
13,Mecklenburg-Vorpommern,995962,3102,619.326,-1,-1,-1,-1,723827,79932,929210,5353
3,Niedersachsen,5304806,9711,663.631,-1,-1,-1,-1,3379470,463025,4716184,38340
5,Nordrhein-Westfalen,12081570,34768,673.172,-1,-1,-1,-1,8401041,775550,10912189,80217
7,Rheinland-Pfalz,2661386,6399,650.085,-1,-1,-1,-1,1891081,207888,2393070,11693
10,Saarland,690128,1460,699.298,-1,-1,-1,-1,515781,56412,621019,4005
14,Sachsen,2191649,4570,538.228,-1,-1,-1,-1,1604675,197739,2047129,7417
15,Sachsen-Anhalt,1298166,3240,591.478,-1,-1,-1,-1,909011,115517,1214698,6793
1,Schleswig-Holstein,1987660,8487,684.509,-1,-1,-1,-1,1357743,163874,1799626,15267
16,Thüringen,1217008,1431,570.461,-1,-1,-1,-1,869762,124013,1151150,4704
0,Gesamt,52944132,127009,636.602,-1,-1,-1,-1,36748709,4337141,48419275,291854
