RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6604928,15989,595.017,-1,-1,-1,-1,4606661,532396,5732490,81851
9,Bayern,7753879,18475,590.784,-1,-1,-1,-1,5477975,636228,6386479,94048
11,Berlin,2221489,6018,605.394,-1,-1,-1,-1,1540184,255712,1839007,18307
12,Brandenburg,1400941,2546,555.512,-1,-1,-1,-1,954917,123923,1209362,11607
4,Bremen,478654,1228,702.661,-1,-1,-1,-1,324801,28046,402946,5718
2,Hamburg,1166137,5005,631.282,-1,-1,-1,-1,807370,115608,882893,11391
6,Hessen,3837217,10648,610.237,-1,-1,-1,-1,2631597,323721,3152840,36327
13,Mecklenburg-Vorpommern,957475,2575,595.394,-1,-1,-1,-1,694982,76536,819824,9732
3,Niedersachsen,5134671,10828,642.347,-1,-1,-1,-1,3253969,453558,4047480,63672
5,Nordrhein-Westfalen,11600140,27947,646.347,-1,-1,-1,-1,8002778,749635,9484697,100921
7,Rheinland-Pfalz,2566600,7112,626.932,-1,-1,-1,-1,1817396,198666,2103475,29529
10,Saarland,662499,1791,671.302,-1,-1,-1,-1,496971,54297,540507,6552
14,Sachsen,2112708,4923,518.842,-1,-1,-1,-1,1540709,192056,1894947,15827
15,Sachsen-Anhalt,1251613,3034,570.268,-1,-1,-1,-1,877724,111450,1084046,12515
1,Schleswig-Holstein,1894313,7481,652.363,-1,-1,-1,-1,1287708,154833,1560423,23528
16,Thüringen,1181319,2442,553.732,-1,-1,-1,-1,843445,123872,1059986,9167
0,Gesamt,51007130,128170,613.312,-1,-1,-1,-1,35237199,4211741,42362788,532119
