RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8188515,550,737.678,-1,-1,-1,-1,5889832,637847,8185817,1541,6202586
9,Bayern,9698417,547,738.942,-1,-1,-1,-1,7097329,761706,9763305,2255,7197225
11,Berlin,2835499,451,772.723,-1,-1,-1,-1,2026668,329727,2805044,925,2128098
12,Brandenburg,1752076,166,694.746,-1,-1,-1,-1,1235124,153125,1735818,572,1270297
4,Bremen,611752,40,898.048,-1,-1,-1,-1,418978,45435,601946,238,429203
2,Hamburg,1529421,1062,827.943,-1,-1,-1,-1,1097994,129376,1520530,2157,1069327
6,Hessen,4810906,507,765.083,-1,-1,-1,-1,3433327,406062,4655791,1352,3439174
13,Mecklenburg-Vorpommern,1193307,117,742.043,-1,-1,-1,-1,882468,98994,1189121,372,886141
3,Niedersachsen,6257089,599,782.762,-1,-1,-1,-1,4177912,514923,6167271,1847,4925642
5,Nordrhein-Westfalen,14371178,657,800.747,-1,-1,-1,-1,10358747,905622,14050603,1676,10669786
7,Rheinland-Pfalz,3167096,1252,773.613,-1,-1,-1,-1,2315182,241737,3055918,860,2347147
10,Saarland,809524,103,820.280,-1,-1,-1,-1,610749,65682,804125,174,632127
14,Sachsen,2642982,520,649.067,-1,-1,-1,-1,1991873,241630,2595560,1149,1878445
15,Sachsen-Anhalt,1564386,155,712.775,-1,-1,-1,-1,1117987,146306,1582164,579,1140174
1,Schleswig-Holstein,2335720,209,804.374,-1,-1,-1,-1,1652024,190936,2333241,913,1948985
16,Thüringen,1482889,480,699.398,-1,-1,-1,-1,1077347,141050,1477151,314,1062654
0,Gesamt,63452470,7415,762.955,-1,-1,-1,-1,45473534,5093476,62717992,16927,47367046
