RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8171462,681,736.142,-1,-1,-1,-1,5874952,636227,8128195,2467,6081059
9,Bayern,9677928,474,737.381,-1,-1,-1,-1,7078131,760660,9692637,2302,7029909
11,Berlin,2829439,138,771.071,-1,-1,-1,-1,2021410,329265,2785988,752,2075845
12,Brandenburg,1747284,19,692.846,-1,-1,-1,-1,1230908,152664,1721110,58,1228753
4,Bremen,610205,28,895.777,-1,-1,-1,-1,417580,45359,596944,115,420958
2,Hamburg,1510094,184,817.481,-1,-1,-1,-1,1081357,127557,1490066,601,1005601
6,Hessen,4803276,447,763.870,-1,-1,-1,-1,3425233,405975,4620377,1080,3346531
13,Mecklenburg-Vorpommern,1190455,1,740.269,-1,-1,-1,-1,879915,98751,1179269,1,861413
3,Niedersachsen,6239874,124,780.608,-1,-1,-1,-1,4161665,514095,6111277,476,4789954
5,Nordrhein-Westfalen,14336783,424,798.830,-1,-1,-1,-1,10328472,903599,13953062,1555,10388890
7,Rheinland-Pfalz,3158220,88,771.445,-1,-1,-1,-1,2308323,241209,3030441,125,2281654
10,Saarland,807924,4,818.659,-1,-1,-1,-1,609581,65594,798806,11,619868
14,Sachsen,2636910,25,647.576,-1,-1,-1,-1,1986488,241206,2577073,83,1829945
15,Sachsen-Anhalt,1560429,3,710.972,-1,-1,-1,-1,1114465,145986,1569779,14,1107620
1,Schleswig-Holstein,2329887,17,802.365,-1,-1,-1,-1,1646680,190596,2310950,131,1861590
16,Thüringen,1478924,1,697.528,-1,-1,-1,-1,1073956,140939,1466373,4,1038100
0,Gesamt,63290584,2658,761.009,-1,-1,-1,-1,45328925,5082963,62226445,9775,46105414
