RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5227494,61772,470.929,-1,-1,-1,-1,3503304,448960,2774800,94269
9,Bayern,6069191,48399,462.424,-1,-1,-1,-1,4205456,416201,3381058,101728
11,Berlin,1777146,28191,484.303,-1,-1,-1,-1,1185979,195635,890673,27313
12,Brandenburg,1169310,19245,463.664,-1,-1,-1,-1,781515,100928,620136,13940
4,Bremen,360030,5089,528.522,-1,-1,-1,-1,228446,21762,191321,4161
2,Hamburg,834237,7387,451.609,-1,-1,-1,-1,548207,80953,453001,14809
6,Hessen,3000142,30189,477.116,-1,-1,-1,-1,2004532,232370,1450194,54514
13,Mecklenburg-Vorpommern,793719,8061,493.564,-1,-1,-1,-1,564562,65433,445473,15678
3,Niedersachsen,3904799,37949,488.490,-1,-1,-1,-1,2425763,238303,1991293,77281
5,Nordrhein-Westfalen,9075460,76763,505.675,-1,-1,-1,-1,5955396,651540,4777102,143442
7,Rheinland-Pfalz,1940445,27451,473.984,-1,-1,-1,-1,1301607,174362,1043594,25246
10,Saarland,508789,5589,515.549,-1,-1,-1,-1,380618,36177,299769,9960
14,Sachsen,1752309,15511,430.334,-1,-1,-1,-1,1206476,162188,1086200,18649
15,Sachsen-Anhalt,998417,11430,454.905,-1,-1,-1,-1,685275,86729,557391,15215
1,Schleswig-Holstein,1471730,18048,506.834,-1,-1,-1,-1,995761,102849,777118,19566
16,Thüringen,982655,7236,460.610,-1,-1,-1,-1,685264,113685,546754,11745
0,Gesamt,40003604,409540,481.005,-1,-1,-1,-1,26699748,3202169,21350096,649026
