RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5104276,60050,459.828,-1,-1,-1,-1,3414166,439021,2564810,114387
9,Bayern,5946765,59628,453.096,-1,-1,-1,-1,4126575,403840,3143251,154985
11,Berlin,1727313,23337,470.723,-1,-1,-1,-1,1158788,181623,834326,33495
12,Brandenburg,1123964,22247,445.683,-1,-1,-1,-1,750039,95229,585442,21691
4,Bremen,348997,5414,512.325,-1,-1,-1,-1,219379,21222,181869,6759
2,Hamburg,815490,6408,441.461,-1,-1,-1,-1,536145,80669,420568,12076
6,Hessen,2939666,35975,467.498,-1,-1,-1,-1,1962505,230437,1335813,71951
13,Mecklenburg-Vorpommern,776847,8002,483.072,-1,-1,-1,-1,554019,62921,408887,21276
3,Niedersachsen,3821976,49290,478.129,-1,-1,-1,-1,2379270,232527,1826169,107421
5,Nordrhein-Westfalen,8902353,90663,496.030,-1,-1,-1,-1,5852205,648161,4419166,194015
7,Rheinland-Pfalz,1885251,33285,460.502,-1,-1,-1,-1,1270067,162674,985002,41115
10,Saarland,496910,6627,503.513,-1,-1,-1,-1,371630,36055,278706,12923
14,Sachsen,1713389,25392,420.776,-1,-1,-1,-1,1176190,161124,1041785,29524
15,Sachsen-Anhalt,971439,12572,442.613,-1,-1,-1,-1,669833,82441,519666,26594
1,Schleswig-Holstein,1431719,25946,493.055,-1,-1,-1,-1,969568,99630,734740,32052
16,Thüringen,963460,7842,451.612,-1,-1,-1,-1,671111,111982,517083,14631
0,Gesamt,39097643,475860,470.112,-1,-1,-1,-1,26114234,3122672,19857285,897489
