RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8203256,755,739.006,-1,-1,-1,-1,5898244,639467,8213973,1661,6273323
9,Bayern,9714558,1010,740.172,-1,-1,-1,-1,7108035,762702,9799494,2221,7293738
11,Berlin,2841849,390,774.453,-1,-1,-1,-1,2030786,329894,2815420,715,2157554
12,Brandenburg,1754996,194,695.904,-1,-1,-1,-1,1237001,153289,1742378,424,1293135
4,Bremen,613264,94,900.267,-1,-1,-1,-1,419847,45622,604577,155,434682
2,Hamburg,1536820,175,831.949,-1,-1,-1,-1,1103826,129728,1532768,485,1093932
6,Hessen,4824387,380,767.227,-1,-1,-1,-1,3442231,407088,4680836,1043,3501149
13,Mecklenburg-Vorpommern,1196267,135,743.883,-1,-1,-1,-1,883877,99218,1194756,411,902431
3,Niedersachsen,6272394,499,784.676,-1,-1,-1,-1,4186787,515867,6196088,1371,5010392
5,Nordrhein-Westfalen,14400151,2058,802.361,-1,-1,-1,-1,10379292,907762,14110661,3774,10861023
7,Rheinland-Pfalz,3175403,186,775.642,-1,-1,-1,-1,2319088,242101,3070069,511,2384654
10,Saarland,810708,49,821.480,-1,-1,-1,-1,611527,65745,807296,159,641747
14,Sachsen,2649274,291,650.612,-1,-1,-1,-1,1995894,241854,2609465,589,1918355
15,Sachsen-Anhalt,1567521,130,714.204,-1,-1,-1,-1,1120050,146506,1590716,467,1164984
1,Schleswig-Holstein,2339909,193,805.817,-1,-1,-1,-1,1654685,191137,2343238,451,2048218
16,Thüringen,1486696,196,701.193,-1,-1,-1,-1,1079574,141176,1484758,492,1081225
0,Gesamt,63589276,6738,764.600,-1,-1,-1,-1,45560842,5102479,62991257,14934,48201309
