RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,7010836,4556,631.584,-1,-1,-1,-1,4917230,548060,6687029,5745
9,Bayern,8235162,3608,627.453,-1,-1,-1,-1,5855583,660367,7800891,5156
11,Berlin,2402990,1108,654.856,-1,-1,-1,-1,1683178,277085,2242875,2716
12,Brandenburg,1505943,49,597.148,-1,-1,-1,-1,1034551,131669,1405973,41
4,Bremen,517067,362,759.051,-1,-1,-1,-1,349261,33666,485783,396
2,Hamburg,1282693,1029,694.379,-1,-1,-1,-1,901223,117988,1198767,1356
6,Hessen,4120795,2501,655.334,-1,-1,-1,-1,2858824,340687,3801731,4980
13,Mecklenburg-Vorpommern,1026574,50,638.362,-1,-1,-1,-1,747379,81654,966018,45
3,Niedersachsen,5483217,1541,685.950,-1,-1,-1,-1,3521197,469121,5056332,777
5,Nordrhein-Westfalen,12587098,5711,701.340,-1,-1,-1,-1,8834004,785691,11486441,8349
7,Rheinland-Pfalz,2748150,897,671.279,-1,-1,-1,-1,1962686,211338,2516126,698
10,Saarland,709746,8,719.177,-1,-1,-1,-1,530904,57256,666230,98
14,Sachsen,2260561,1203,555.152,-1,-1,-1,-1,1663636,202054,2128465,1590
15,Sachsen-Anhalt,1336652,234,609.014,-1,-1,-1,-1,937292,118213,1272679,111
1,Schleswig-Holstein,2058770,1029,708.998,-1,-1,-1,-1,1416423,167424,1904221,2463
16,Thüringen,1247986,619,584.981,-1,-1,-1,-1,891485,124466,1196946,453
0,Gesamt,54721636,24505,657.975,-1,-1,-1,-1,38185387,4408814,50993665,34974
