RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8018309,3985,722.345,-1,-1,-1,-1,5743304,619523,7801256,5626,4892711
9,Bayern,9498594,3137,723.717,-1,-1,-1,-1,6918706,743307,9293480,6392,5468076
11,Berlin,2776123,1034,756.542,-1,-1,-1,-1,1977402,323342,2666454,2727,1585949
12,Brandenburg,1715402,45,680.204,-1,-1,-1,-1,1203912,148445,1654308,103,925850
4,Bremen,597535,199,877.177,-1,-1,-1,-1,407395,43537,572534,311,316532
2,Hamburg,1478811,958,800.546,-1,-1,-1,-1,1053512,125057,1436320,399,712480
6,Hessen,4690207,971,745.889,-1,-1,-1,-1,3325333,394298,4444332,1067,2464886
13,Mecklenburg-Vorpommern,1168159,88,726.405,-1,-1,-1,-1,861238,95406,1135893,79,642592
3,Niedersachsen,6107952,498,764.105,-1,-1,-1,-1,4041298,504494,5875240,1086,3765324
5,Nordrhein-Westfalen,14065744,1301,783.728,-1,-1,-1,-1,10091181,876975,13421042,2684,8118539
7,Rheinland-Pfalz,3094747,638,755.940,-1,-1,-1,-1,2251911,234798,2917490,508,1823693
10,Saarland,794302,73,804.856,-1,-1,-1,-1,598381,63814,769204,281,508824
14,Sachsen,2582788,189,634.284,-1,-1,-1,-1,1939527,234533,2481497,456,1373260
15,Sachsen-Anhalt,1526955,50,695.721,-1,-1,-1,-1,1087516,139891,1496680,423,789689
1,Schleswig-Holstein,2280729,487,785.436,-1,-1,-1,-1,1602304,186058,2223982,3944,1357161
16,Thüringen,1450460,51,684.103,-1,-1,-1,-1,1048719,138776,1406910,261,798330
0,Gesamt,62047137,13704,746.057,-1,-1,-1,-1,44240342,4955479,59787106,26347,35646885
